Mixture,Type,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD8 T cell,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Monocyte,Natural killer cell,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 2 T helper cell
TCGA.78.8648.01A.11R.2403.07,Wild,0.872993907,0.963445439,1.006668158,1.146764587,1.071842508,1.023099049,0.982643572,0.945134662,1.021892629,0.942467592,0.962854775,1.173463939,1.020581107,0.999419439,1.014042401,1.090884668,0.93244679,0.927697736,0.920380791
TCGA.44.3918.01B.02R.A277.07,Wild,0.679265757,0.764858446,0.878318435,1.009747725,0.852580788,0.896139574,0.760844155,0.703884875,0.834643246,0.537203473,0.652389567,0.962586312,0.745123075,0.878015027,0.821255465,0.891914171,0.697463501,0.702125259,0.726324032
TCGA.80.5607.01A.31R.1949.07,Wild,0.845484341,0.966239392,1.023743494,1.128124104,1.00990906,0.953132896,0.944183969,0.795564088,0.992424463,0.818611101,0.900461253,1.073197506,0.985821995,0.961293885,0.936471743,0.989423954,0.826607537,0.845589496,0.914858386
TCGA.55.A57B.01A.12R.A39D.07,Wild,0.841894031,0.921999213,0.994342096,1.137435039,1.009132886,0.93184474,0.914354491,0.685931391,1.007836399,0.779676306,0.81097542,1.056718131,0.995464406,0.976805162,0.949562592,0.960226258,0.847169993,0.825553237,0.836340736
TCGA.38.6178.01A.11R.1755.07,Wild,0.812462656,0.969828879,0.99622797,1.126265079,1.009161733,0.897470533,0.946019736,0.804778168,0.99256648,0.784009016,0.842182387,1.031130601,0.973951468,0.975484435,0.972963048,0.961566988,0.843378681,0.852876382,0.873874026
TCGA.55.6986.01A.11R.1949.07,Wild,0.825626761,0.943237223,0.973517568,1.111249881,0.981636101,0.895509903,0.951531259,0.810227665,1.013394971,0.828265026,0.826511928,1.053330883,1.00724842,0.95543748,0.951566148,0.967149839,0.849283338,0.845403406,0.885631531
TCGA.55.7903.01A.11R.2170.07,Wild,0.795873905,0.957515105,1.010986306,1.124459931,0.984679832,0.95264784,0.906355482,0.755319511,0.991881274,0.768248422,0.839236742,1.056386677,0.955702678,0.935816488,0.93423239,0.95518971,0.824330922,0.817089975,0.875743915
TCGA.55.A493.01A.11R.A24H.07,Wild,0.801490476,0.948780954,1.031984012,1.128747417,1.028977546,0.984276802,0.951468708,0.880304573,0.954917083,0.808160598,0.755997987,1.146335427,0.988071086,0.963795264,0.956962628,1.085539136,0.883557086,0.880569135,0.846804757
TCGA.91.6828.01A.11R.1858.07,Wild,0.857537085,0.96358267,1.078595956,1.129207928,1.033427092,0.928972992,0.947888115,0.855780007,1.004744865,0.836165608,0.893939804,1.125351911,0.999304795,0.996702479,0.98712069,1.056445697,0.887256286,0.859479137,0.922154567
TCGA.55.A48X.01A.11R.A24H.07,Wild,0.808220393,0.948597855,1.000488088,1.131559716,0.973289538,0.926950827,0.938739097,0.983542445,1.010463762,0.802399034,0.834848341,1.087899105,0.979524278,0.965123441,0.948814772,0.982479801,0.865510373,0.872610099,0.852197449
TCGA.44.3917.01A.01R.A278.07,Wild,0.719735355,0.838918848,0.974602938,1.049056901,0.905170834,0.864742895,0.883883066,0.770500374,0.947030046,0.711806844,0.691239379,1.006976341,0.90919969,0.920064687,0.840963223,0.940623279,0.766825311,0.793489556,0.863242614
TCGA.05.5423.01A.01R.1628.07,Wild,0.898629142,0.978059414,0.983779145,1.123423892,1.02154753,0.922251129,0.973802312,0.86630681,1.046612271,0.886007529,0.936769844,1.118583729,1.031768873,0.958233123,0.973507702,1.034754249,0.887734706,0.888723066,0.901917957
TCGA.05.5420.01A.01R.1628.07,Wild,0.896536739,0.979475556,1.010258591,1.134316834,1.005763758,0.986889132,0.985055557,0.969301643,1.008481813,0.943730096,0.903741691,1.168995007,1.057452664,0.957395132,0.990472081,1.052743173,0.885845131,0.926759941,0.933941346
TCGA.62.A46Y.01A.11R.A24H.07,Wild,0.900102382,0.950382941,0.980650558,1.132475144,0.990987204,0.937008799,0.967194486,0.817213953,1.056334991,0.831911193,0.822745705,1.109561855,1.004373664,0.963651558,0.975414798,1.016393006,0.845369993,0.845463074,0.871171465
TCGA.05.4384.01A.01R.1755.07,Wild,0.85346441,0.921791354,1.019503736,1.119331129,1.000858439,0.936893932,0.969692815,0.734808906,1.006855898,0.81657186,0.867820693,1.065254532,0.999226655,0.936211271,0.952677588,0.9874128,0.834601066,0.835009217,0.851214567
TCGA.97.A4M1.01A.11R.A24X.07,Wild,0.837324832,0.955593744,1.00959862,1.113820363,0.96419533,0.931295784,0.948083701,0.711158743,1.019506604,0.853618409,0.890454983,1.071251494,0.993349794,0.955678301,0.988556027,0.962004104,0.836194105,0.836376538,0.817053238
TCGA.95.7567.01A.11R.2066.07,Wild,0.806983169,0.954449361,1.034624152,1.130427028,0.987533207,0.912711038,0.942581746,0.825257948,0.940843613,0.734495216,0.752655027,1.061672685,0.972414928,0.958685059,0.929666982,0.982335735,0.838708285,0.853955398,0.876519151
TCGA.55.7910.01A.11R.2170.07,Wild,0.732569404,0.891424803,1.03468125,1.079625806,0.933494305,0.805781507,0.849442771,0.74034472,1.059074765,0.691922852,0.704993663,0.999241505,0.948778378,0.914768008,0.943004237,0.861287758,0.703160691,0.772859353,0.873952723
TCGA.55.8302.01A.11R.2326.07,Wild,0.81392704,0.950859095,1.06538723,1.12597013,0.995264902,0.975551666,0.950695981,0.823953231,0.991824453,0.798528641,0.787000227,1.068681954,0.984827589,0.951872282,0.954980063,0.976835032,0.822115391,0.845052987,0.849459774
TCGA.MN.A4N5.01A.11R.A24X.07,Wild,0.799481043,0.968061074,1.036940581,1.124554199,0.944193055,0.954488775,0.904210589,0.76231153,0.970122215,0.748353552,0.735274268,1.060734732,0.96696357,0.930723658,0.931381163,0.919360043,0.83943028,0.846318937,0.844901459
TCGA.95.A4VK.01A.11R.A262.07,Wild,0.776006223,0.931817676,1.01597312,1.1208218,0.894528762,0.924890799,0.874458739,0.851376408,0.92954178,0.749541863,0.704760006,1.042956196,0.969361306,0.928884678,0.911043311,0.897311745,0.802054004,0.845423852,0.847306868
TCGA.95.8494.01A.11R.2326.07,Wild,0.859783226,0.923896228,1.012883515,1.10832766,1.00159013,0.937456441,0.925630014,0.715683822,0.983013859,0.76783739,0.755602539,1.079220499,0.976486487,0.918821399,0.947042092,0.994964007,0.824299781,0.811832615,0.832198328
TCGA.75.7027.01A.11R.1949.07,Wild,0.788347549,0.936291312,1.011877763,1.122564975,0.968085656,0.852318648,0.919173262,0.72998765,0.948421723,0.762694098,0.718904228,0.994841664,0.95110002,0.928739542,0.940388194,0.908378291,0.780620573,0.815131472,0.900701339
TCGA.49.4505.01A.01R.1206.07,Wild,0.856691474,1.004452884,1.051303713,1.135468774,1.057454393,0.938536419,0.970129491,0.855773694,1.024365848,0.856936887,0.920098279,1.114802203,1.027717314,0.974051927,0.986732738,1.024980785,0.882212117,0.870157431,0.850742571
TCGA.44.6775.01C.02R.A277.07,Wild,0.715248141,0.755253639,0.708252731,1.024348498,0.892425774,0.817611659,0.756843496,0.769728232,0.909593717,0.59885081,0.686123126,0.891068457,0.744468391,0.858291102,0.829945624,0.880226474,0.667352195,0.678428183,0.856727291
TCGA.55.1592.01A.01R.0946.07,Wild,0.816881126,0.935207674,1.003233427,1.106697886,1.018652024,0.871796542,0.949165008,0.784844191,1.050313705,0.812332534,0.884923465,1.067352751,0.983910502,0.950570409,0.974118782,1.012125548,0.829954547,0.827660406,0.830714295
TCGA.05.4397.01A.01R.1206.07,Wild,0.766112791,0.943691118,1.020985043,1.088411302,0.970315703,0.880479494,0.953955094,0.732306954,0.987724907,0.767368063,0.621498262,1.020913665,0.99546569,0.886377731,0.990013614,0.956968993,0.773022435,0.790710159,0.849819612
TCGA.44.2665.01A.01R.0946.07,Wild,0.839073289,1.004472074,0.996189754,1.138088929,1.031614164,0.960494689,0.958578609,0.703635793,0.982994129,0.856949731,0.787295319,1.121077149,0.971441746,0.960014591,0.967810895,1.05474803,0.858105635,0.850533126,0.867484417
TCGA.55.A48Z.01A.12R.A24X.07,Wild,0.800832324,0.946314508,1.023483186,1.112012858,1.007629642,0.937203313,0.941826725,0.780578689,0.979409394,0.763781262,0.763986462,1.088869509,0.950845831,0.952883913,0.966847325,1.016987253,0.827662165,0.872024812,0.857433185
TCGA.75.6212.01A.11R.1755.07,Wild,0.904664457,0.979497186,1.010632417,1.133084546,1.030626092,0.943695414,0.964654955,0.939045218,1.010816929,0.892389688,0.899082697,1.117507521,1.016720867,0.964388982,0.980770531,1.021374795,0.87557005,0.873581732,0.843427807
TCGA.44.3396.01A.01R.1206.07,Wild,0.87614881,0.945241104,1.016380851,1.140709355,1.041685371,0.989881811,0.969875444,0.882258097,1.000440655,0.861609469,0.856515096,1.123344621,0.996302931,0.97501807,1.000868705,1.069086033,0.863005633,0.879952233,0.880949814
TCGA.44.6775.01A.11R.A278.07,Wild,0.812300365,0.914509234,0.970020614,1.127722273,1.028081985,0.933269741,0.946613795,0.783962838,1.017819566,0.850425914,0.785126467,1.094055541,0.964480983,0.98650532,0.97127088,1.082865065,0.853386073,0.843448487,0.913657159
TCGA.62.8397.01A.11R.2326.07,Wild,0.85110621,0.949406906,1.008711445,1.098058715,0.982372654,0.89007791,0.94984677,0.801436701,1.012464506,0.837112034,0.82717503,1.080936138,1.00301101,0.940622443,0.993176979,0.946603876,0.843049344,0.834794482,0.812582757
TCGA.J2.A4AG.01A.11R.A24H.07,Wild,0.884188768,0.960280347,1.052558882,1.133507709,1.008678197,0.948976169,0.948915255,0.925324662,0.988976313,0.816211164,0.897267791,1.087685218,1.007369269,0.960691732,0.964686056,1.020765109,0.880021446,0.879149071,0.904277309
TCGA.44.6775.01A.11R.1858.07,Wild,0.877718608,0.964456659,1.000656205,1.13967399,1.06531039,0.953751502,0.982462196,0.828088394,1.03888359,0.899518347,0.84561492,1.121140929,0.997936163,1.003520629,1.002878678,1.098152142,0.886104792,0.889148437,0.922157669
TCGA.93.7348.01A.21R.2039.07,Wild,0.821952092,0.969890013,0.998772587,1.12480712,1.016755374,0.894131078,0.889045983,0.851221362,1.001214383,0.766479537,0.817461841,1.039668442,0.975812978,0.947152842,0.959799836,0.961000609,0.824449117,0.861586958,0.868429057
TCGA.64.5775.01A.01R.1628.07,Wild,0.834314179,0.947214176,0.902737208,1.122957407,1.032690682,0.86267937,0.976099571,0.724488039,0.962042785,0.821284361,0.752987633,1.049297999,0.963732469,0.953923282,0.983813535,0.977381296,0.81836061,0.813024639,0.847363537
TCGA.78.7153.01A.11R.2039.07,Wild,0.752112145,0.960587024,1.029506199,1.103855231,0.899413063,0.851627328,0.876720579,0.7416686,0.946947331,0.724939716,0.706258746,0.975104005,0.944081982,0.930862713,0.897962091,0.838400643,0.774970051,0.816481566,0.876446755
TCGA.78.7149.01A.11R.2039.07,Wild,0.770932522,0.921582756,1.040912998,1.102569654,0.934544008,0.842435803,0.882620948,0.68735518,0.938823785,0.714350032,0.695127793,0.966029124,0.971306518,0.91342974,0.917149267,0.820484514,0.749919407,0.812527253,0.790597117
TCGA.MP.A4T8.01A.11R.A24X.07,Wild,0.804744035,0.955730444,1.090688071,1.104671104,1.00404817,0.867392295,0.902049027,0.605957473,0.962773954,0.694491829,0.703877362,0.977969682,0.962511155,0.910367898,0.937260843,0.897152424,0.764518445,0.805501463,0.85645604
TCGA.44.2661.01A.01R.1107.07,Wild,0.918902757,0.992869565,0.998461233,1.141798254,1.021522259,0.979977336,0.979085782,0.960249124,1.040213269,0.929882858,0.974293895,1.157769033,1.016316744,0.989297776,0.997805645,1.084809645,0.914321721,0.91085971,0.876482797
TCGA.44.2656.01B.06R.A277.07,Wild,0.727843452,0.785105562,0.802234726,1.046770728,0.892402198,0.897835295,0.806203249,0.793861842,0.889496026,0.568756558,0.66160285,0.943060623,0.807254809,0.867603981,0.810172209,0.908022761,0.691933203,0.672960269,0.798735524
TCGA.73.4658.01A.01R.1755.07,Wild,0.910111493,0.971937331,1.060379904,1.139972339,1.040875151,0.971447455,0.977704597,0.871817263,1.023777926,0.892813209,0.936079803,1.141966922,1.039318639,1.019368686,0.986393372,1.094590791,0.91965014,0.917608708,0.878057233
TCGA.44.6778.01A.11R.1858.07,Wild,0.870145514,0.95725429,1.003351639,1.132099403,1.0184117,1.009664353,0.973894447,0.990694138,1.020095614,0.887010892,0.967233831,1.157237354,1.006408545,1.023176064,0.988203635,1.097071604,0.91961428,0.882584759,0.941280164
TCGA.44.7670.01A.11R.2066.07,Wild,0.800883422,0.948615983,1.044456657,1.102658776,0.955701639,0.824185734,0.914719962,0.749668067,0.995445715,0.752356318,0.747862569,0.952887769,0.957383692,0.91290053,0.976565018,0.954031183,0.792446283,0.826265685,0.883946345
TCGA.55.8205.01A.11R.2241.07,Wild,0.884911273,0.958421923,0.988080425,1.135284224,1.034522475,1.008690622,0.979835818,0.940229791,1.01292761,0.891897119,0.843163026,1.17925807,1.020571317,1.001542437,0.98746353,1.091107826,0.915102339,0.9251408,0.916258566
TCGA.55.8512.01A.11R.2403.07,Wild,0.810969722,0.950134862,1.009440364,1.077106496,0.972724526,0.86544325,0.912689401,0.708722952,1.014963886,0.764954158,0.811393127,0.991750658,0.956746168,0.945436253,1.013546153,0.906370315,0.792349362,0.796291073,0.789047055
TCGA.78.8660.01A.11R.2403.07,Wild,0.848914256,0.938973267,0.97655563,1.125707792,0.990742144,0.97917694,0.953187483,0.861302629,1.003461925,0.857898806,0.82605248,1.107795479,0.983704466,0.970570118,0.931568388,1.035917938,0.862367399,0.874138355,0.902100885
TCGA.44.A47B.01A.11R.A24H.07,Wild,0.786270247,0.956716048,1.047528764,1.111078529,0.971388873,0.928005066,0.909025715,0.736538552,0.965469503,0.748143227,0.780614235,1.045415733,0.959241623,0.94667934,0.936389966,0.969453481,0.826710673,0.813658045,0.839361309
TCGA.50.5946.01A.11R.1755.07,Wild,0.68428771,0.910157499,1.0093619,1.066473384,0.918134704,0.826627734,0.867864708,0.574246452,0.932575467,0.569557702,0.657836406,0.891196708,0.889141417,0.920038823,0.896581609,0.844146068,0.756461177,0.731982399,0.865596896
TCGA.38.4631.01A.01R.1755.07,Wild,0.795765753,0.927628333,1.037040768,1.084535587,0.987511239,0.826956618,0.939990648,0.775274333,0.978314916,0.79088801,0.75308638,1.018358911,0.996999256,0.93144083,0.980229474,0.902059663,0.761475139,0.828449618,0.836871987
TCGA.64.5778.01A.01R.1628.07,Wild,0.832645616,0.96231124,0.980229921,1.128656172,0.921620529,0.974460721,0.929125475,0.910286181,0.973246989,0.803708782,0.759571898,1.103944921,0.964063024,0.937417317,0.938152865,0.960032851,0.875921387,0.865931113,0.915499871
TCGA.86.7954.01A.11R.2187.07,Wild,0.841304366,0.983258073,1.032958724,1.121565767,1.010903527,0.953272542,0.943206469,0.844121809,1.013302878,0.851798347,0.836405003,1.138291487,1.00683777,0.973348441,0.950216601,1.037108173,0.887161668,0.87918382,0.88164249
TCGA.50.5066.01A.01R.1628.07,Wild,0.871848712,0.960302978,1.015945832,1.132544813,1.011712023,0.951020911,0.981598803,0.935761742,0.996609062,0.893909241,0.894065303,1.139977215,0.999793664,0.976677356,0.965021312,1.067454906,0.898709817,0.906793379,0.916597066
TCGA.55.6543.01A.11R.1755.07,Wild,0.867833796,0.94119362,1.018050539,1.113136924,1.024408853,0.930378199,0.979734689,0.780460883,1.00600872,0.850492574,0.867753703,1.101662535,0.980013341,0.975110315,0.991187671,1.029183347,0.847304194,0.86149913,0.857655978
TCGA.73.7499.01A.11R.2187.07,Wild,0.818930462,0.986668856,1.029705302,1.127654743,0.95566411,0.929067597,0.948853784,0.859336495,0.963984639,0.813081684,0.751565215,1.107320589,0.967293607,0.98340895,0.93791863,1.002127509,0.84127328,0.888621561,0.877937571
TCGA.44.3918.01A.01R.1107.07,Wild,0.849841334,0.999055916,1.086619326,1.136117634,1.009629202,1.003627449,0.987468419,0.926359059,1.00439449,0.865998717,0.860448732,1.14303529,0.976536695,0.99367722,0.952407272,1.053909091,0.895537139,0.912006428,0.877297604
TCGA.62.8399.01A.21R.2326.07,Wild,0.818794392,0.911933875,0.988307972,1.092032892,0.987700107,0.854036542,0.934836852,0.760244458,1.026243149,0.776460729,0.875646558,1.050493664,0.956062502,0.921041663,0.964416447,0.941727687,0.813702801,0.823390079,0.839240108
TCGA.55.7283.01A.11R.2039.07,Wild,0.8484915,0.979880501,1.025229389,1.114463666,1.00955119,0.915576973,0.960099514,0.721740848,1.009052465,0.803957851,0.89601318,1.060320976,0.991685021,0.967119683,0.958664008,0.969168888,0.874536505,0.846251369,0.900242069
TCGA.75.6205.01A.11R.1755.07,Wild,0.866139449,0.979817685,1.003201693,1.142087722,1.071283639,1.009435423,0.971558907,0.941566319,1.024389221,0.915539795,0.906636784,1.168173179,1.0159878,1.000110506,0.983730593,1.094974988,0.930696376,0.935400964,0.921696174
TCGA.50.6593.01A.11R.1755.07,Wild,0.852557308,0.953064456,1.087564811,1.133949933,1.029306108,0.929727126,0.949202473,0.802976416,1.053145954,0.836418542,0.807303832,1.083478919,1.004228873,0.994944419,0.962869401,1.025831383,0.891076923,0.866780314,0.841421354
TCGA.44.3918.01A.01R.A278.07,Wild,0.755007012,0.900431785,0.962171338,1.10706956,0.923290733,0.888791867,0.914911274,0.875077135,0.947417171,0.738753213,0.779056277,1.064590962,0.842887594,0.964103123,0.862297719,0.993083487,0.758185778,0.812721996,0.877596063
TCGA.49.AAQV.01A.11R.A39D.07,Wild,0.829284329,0.998466771,1.035005163,1.111508042,0.934727807,0.932063635,0.904808583,0.832970843,1.01515959,0.750426634,0.748085807,1.070475701,1.000421833,0.922935349,0.955947886,0.938349808,0.808485174,0.847263622,0.866988405
TCGA.38.4626.01A.01R.1206.07,Wild,0.861684853,0.969822204,0.981754413,1.13766934,1.100452836,0.966393744,1.006639508,0.774013589,1.065440209,0.954251571,0.959562661,1.144303351,1.035244437,0.995968009,1.034770667,1.051745669,0.894229433,0.880325935,0.896359523
TCGA.95.7562.01A.11R.2241.07,Wild,0.806429055,0.958183757,0.957983972,1.09879075,0.997502859,0.887468104,0.91580818,0.783930257,1.009322947,0.729852793,0.779810949,1.066727146,0.952780465,0.94250861,0.942988728,0.973941217,0.854352032,0.840223085,0.909168807
TCGA.69.7760.01A.11R.2170.07,Wild,0.708699455,0.951867091,0.992970539,1.086024362,0.958908137,0.809639582,0.916683526,0.547781795,0.921790066,0.676899112,0.706175612,0.914837529,0.952430603,0.929968431,0.92556553,0.857152921,0.722037227,0.737113512,0.842377869
TCGA.71.8520.01A.11R.2403.07,Wild,0.816603167,0.959136116,1.01521025,1.111108371,1.043342077,0.901074924,0.922362589,0.686793175,0.982302291,0.758129382,0.824033945,1.007524765,0.984235797,0.943036621,0.949972057,0.956503293,0.841046612,0.839486817,0.903479737
TCGA.55.8614.01A.11R.2403.07,Wild,0.768923189,0.993418769,0.987402629,1.115414283,0.985821821,0.881090042,0.898779927,0.757092665,1.004590832,0.7518716,0.839371156,1.002311575,0.977717902,0.949806346,0.956187682,0.952518222,0.814824684,0.805038853,0.876004191
TCGA.50.5935.01A.11R.1755.07,Wild,0.834654045,0.960859299,1.003958281,1.125247175,0.978251243,0.929814419,0.940295219,0.787163951,1.016721213,0.800927401,0.795344227,1.093528625,1.00285072,0.959307907,0.921215034,0.989753226,0.85551141,0.886044709,0.875391022
TCGA.95.7043.01A.11R.1949.07,Wild,0.733771624,0.847395911,0.927249714,1.058270015,0.896076096,0.803527012,0.842737528,0.649980264,0.983017151,0.750992022,0.631255644,0.924869648,0.938041322,0.902303006,0.929429697,0.788812133,0.746723627,0.792288599,0.822339995
TCGA.44.7660.01A.11R.2066.07,Wild,0.742928541,0.919139955,1.020857145,1.091295364,0.896882407,0.821211829,0.874421126,0.739518369,0.955236741,0.70690457,0.544749783,1.001459244,0.940997286,0.898880125,0.92385378,0.89161853,0.762548947,0.786756315,0.819897833
TCGA.MP.A4T7.01A.11R.A24X.07,Wild,0.813064109,0.953856876,1.045737132,1.12681414,0.965663285,0.934412188,0.934316178,0.773279055,0.989110118,0.84180147,0.793469327,1.066923087,0.976515308,0.924595644,0.954160267,0.967314925,0.825791063,0.838628095,0.908416658
TCGA.78.7155.01A.11R.2039.07,Wild,0.737029797,0.952215103,0.960063889,1.050380989,0.892529933,0.8326435,0.886021689,0.608907746,0.962055188,0.706641453,0.791109653,0.932733557,0.918510096,0.879819825,0.921788367,0.895418172,0.756833396,0.77529358,0.856005104
TCGA.95.A4VN.01A.11R.A262.07,Wild,0.840511875,0.948109164,1.026025622,1.132843352,1.015217544,0.984521547,0.944398431,0.861165862,1.032636577,0.839073825,0.856484846,1.128824322,1.002781753,0.966792365,0.974053739,1.036865646,0.882114126,0.881635511,0.888806494
TCGA.93.8067.01A.11R.2287.07,Wild,0.797563649,0.965095492,1.019491003,1.11634868,0.98147403,0.898880005,0.932794475,0.710674493,0.980549898,0.773947911,0.779976064,1.004016979,0.937966433,0.93257922,0.943023258,0.943055531,0.818817813,0.825510602,0.900764795
TCGA.55.8510.01A.11R.2403.07,Wild,0.853554337,0.970251724,1.044546733,1.137574052,1.050613402,1.010541666,0.969543186,0.870435938,1.017481451,0.857916939,0.881157902,1.146107885,1.021326396,0.987007081,0.955522356,1.045339141,0.908501383,0.896303171,0.862577033
TCGA.44.5643.01A.01R.1628.07,Wild,0.784422741,0.982019,0.949347918,1.105044992,0.977929658,0.893406131,0.90804034,0.837385274,0.981727072,0.763821054,0.750224453,1.010621606,0.954014537,0.921445631,0.983119366,0.917042649,0.823682071,0.841660336,0.870287073
TCGA.50.5044.01A.21R.1858.07,Wild,0.848794486,0.955483483,0.966954585,1.155184188,1.006113131,0.909677409,0.971115046,0.753486461,0.963386225,0.845411794,0.800593104,1.063416899,0.976502498,0.982512033,0.972684406,0.98819613,0.861487538,0.864966527,0.88306515
TCGA.55.6712.01A.11R.1858.07,Wild,0.851630196,0.969690877,0.997753766,1.14869829,1.023234093,0.979525027,0.974592748,0.91970745,0.992018664,0.801067171,0.855673912,1.113682309,1.00595729,0.978341325,0.9611117,1.04507848,0.86966843,0.883109955,0.886176361
TCGA.44.2659.01A.01R.0946.07,Wild,0.815093643,0.976886089,0.992221418,1.136090952,1.035628051,0.946689737,0.905357637,0.857342719,0.983443437,0.78045967,0.837979571,1.091312905,0.960042986,0.949564289,0.917934036,0.982396791,0.843220215,0.866587373,0.85529278
TCGA.86.8076.01A.31R.2241.07,Wild,0.850038795,0.965298147,1.016155323,1.133840382,1.01314731,0.968238074,0.934279846,0.902524684,1.014850195,0.861938483,0.863911417,1.107133873,1.007865912,0.9755549,0.987890786,1.005632014,0.853784099,0.897699024,0.903803069
TCGA.83.5908.01A.21R.2287.07,Wild,0.840407985,0.982775591,1.011983843,1.14417978,0.998625653,1.033899134,0.93255735,0.880089729,0.991872259,0.778243973,0.789908786,1.102162108,1.001109043,0.985216055,0.970399456,1.011086226,0.864797126,0.886669406,0.921528494
TCGA.44.A4SS.01A.11R.A24X.07,Wild,0.789876515,0.949300461,1.012288369,1.139127197,1.034410457,0.954613046,0.954825668,0.821782922,0.979626567,0.867380488,0.792959707,1.105969848,0.989451869,0.963823499,0.987109878,1.075821299,0.850645068,0.877699135,0.891940952
TCGA.L4.A4E5.01A.11R.A24X.07,Wild,0.777713294,0.907300544,1.06552834,1.086123202,0.948883006,0.841367344,0.890771531,0.727491717,0.97211967,0.695937873,0.671598745,0.982815501,0.983276415,0.920650171,0.927494151,0.905456052,0.793939747,0.784249582,0.863814443
TCGA.97.8171.01A.11R.2287.07,Wild,0.723416697,0.86219393,0.998960406,1.045099584,0.921572084,0.774619185,0.895279847,0.625543905,0.929283868,0.650653066,0.620004794,0.923143241,0.927724586,0.855962898,0.901553841,0.793136984,0.746892018,0.701608147,0.760475628
TCGA.93.A4JP.01A.11R.A24X.07,Wild,0.817073827,0.978737569,0.986186506,1.116435799,1.019285535,0.943952485,0.977759948,0.786344701,1.036431985,0.825484769,0.865244532,1.080212052,0.99196931,0.974615812,1.006515397,0.980752822,0.856057892,0.831479978,0.87645132
TCGA.S2.AA1A.01A.12R.A39D.07,Wild,0.822415583,0.949799555,1.007399898,1.147479461,0.981885162,0.968415872,0.901132893,0.984262288,0.950496817,0.823580063,0.847372072,1.117669289,0.99706486,0.966289952,0.970686666,0.999383395,0.86654107,0.903172454,0.881095167
TCGA.55.6978.01A.11R.1949.07,Wild,0.839600909,0.974877212,1.015465421,1.158849972,1.055880381,1.030163628,0.97440547,0.851094761,0.987852256,0.849339083,0.811647312,1.129865798,0.994380048,1.010725013,0.957528387,1.108821846,0.897162415,0.918806,0.929525579
TCGA.78.7146.01A.11R.2039.07,Wild,0.814159177,0.964449108,0.960976268,1.114348066,0.99768864,0.889403583,0.937888016,0.665353924,0.946517765,0.741699435,0.77398719,1.030551534,0.935721766,0.907456486,0.926719192,0.979423297,0.796476416,0.824185528,0.792814778
TCGA.50.5930.01A.11R.1755.07,Wild,0.801492747,0.942573871,1.002283601,1.132034563,0.956785339,0.907113348,0.962980018,0.889667112,1.002261705,0.839663344,0.808630172,1.093513696,0.979886664,0.937477947,0.947458433,1.002868283,0.844182771,0.889572225,0.880247566
TCGA.64.5781.01A.01R.1628.07,Wild,0.853451445,0.995617511,1.04472035,1.137202255,0.97726362,0.961185937,0.949955244,0.816160285,0.941745384,0.786683634,0.791064833,1.076695791,0.965827411,0.984465164,0.929983482,0.944774726,0.862300654,0.894398114,0.940606418
TCGA.69.8254.01A.11R.2287.07,Wild,0.839676109,0.946820602,1.018523714,1.114724059,1.004923539,0.920149058,0.926418131,0.85298561,1.0282574,0.817832365,0.849192612,1.061251173,1.000312013,0.959680338,0.941310229,0.990118319,0.836031758,0.867758528,0.895152475
TCGA.75.5126.01A.01R.1755.07,Wild,0.880817581,0.99659669,0.987306899,1.149467308,1.091367865,0.955535808,1.018994616,0.847411553,1.050575177,0.940707349,0.951193288,1.156720146,1.034839132,0.994107989,1.02127617,1.103702069,0.90477544,0.91588311,0.91733172
TCGA.05.5428.01A.01R.1628.07,Wild,0.83981115,0.945678634,1.064172121,1.103435269,0.987231649,0.860688022,0.9823498,0.7402699,1.005953004,0.825043884,0.868957386,1.057681315,0.992885418,0.928089607,0.941880214,0.994805215,0.863174312,0.82707733,0.849205833
TCGA.49.4512.01A.21R.1858.07,Wild,0.837696735,0.951824436,1.034438296,1.131272018,1.001455012,0.877312016,0.917831649,0.811322852,0.986913541,0.841218403,0.808791443,1.08551405,1.010018298,0.964884,0.964937595,0.995281482,0.840537436,0.82888557,0.809416813
TCGA.50.5045.01A.01R.1628.07,Wild,0.894019105,0.983985526,1.040005355,1.155399839,1.040302189,0.95171684,1.000076267,0.973877399,1.023847481,0.893482374,0.933164572,1.160200932,1.028805778,0.998890602,0.987906743,1.086035261,0.935813129,0.92263936,0.908952824
TCGA.44.8117.01A.11R.2241.07,Wild,0.791425283,0.917065248,1.021636037,1.117651047,0.992620088,0.911559625,0.924845285,0.736200839,0.966141187,0.760044191,0.8143256,1.030101602,0.943751738,0.941389542,0.928231549,0.972510732,0.794575999,0.80113591,0.828420321
TCGA.05.4425.01A.01R.1755.07,Wild,0.854808135,0.994317408,1.072028207,1.128448337,0.979094382,0.94899003,0.953494654,0.782699529,0.98918912,0.884430876,0.859920497,1.119174128,1.018658704,1.016509267,0.981608834,1.053695303,0.904496175,0.901445272,0.93365557
