Mixture,Type,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD8 T cell,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Monocyte,Natural killer cell,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 2 T helper cell
TCGA.91.6836.01A.21R.1858.07,Wild,0.825054877,0.949510964,1.013607102,1.099732424,0.98466992,0.859764604,0.926429968,0.73584567,0.955047682,0.750874867,0.795118775,0.993910951,0.94705189,0.88753659,0.940006661,0.941293505,0.799613666,0.812398383,0.897885774
TCGA.49.4488.01A.01R.1755.07,Wild,0.884238997,0.989045584,1.081802934,1.125686369,0.967568811,0.89375249,0.954111055,0.825463762,0.985917123,0.762938014,0.798866908,1.071615829,1.01392343,0.939133552,0.94380443,0.98517826,0.87565289,0.862249991,0.86670819
TCGA.44.2665.01A.01R.A278.07,Wild,0.799932463,0.918780322,0.904381962,1.110457069,0.939122645,0.895225113,0.888780996,0.605447974,0.950904707,0.776786151,0.718216391,1.058687808,0.86437626,0.933821757,0.877714269,1.01275155,0.777805177,0.780520698,0.874509553
TCGA.49.6743.01A.11R.1858.07,Wild,0.803197783,0.95235472,1.030447404,1.100300699,1.008929604,0.894733288,0.950932209,0.811602483,0.969767353,0.792787471,0.797744692,1.05989769,0.992407151,0.955064232,0.976754472,1.00870295,0.82785886,0.867803836,0.86336779
TCGA.44.7662.01A.11R.2066.07,Wild,0.811996265,0.96225728,1.061533882,1.137523549,1.03175962,0.956756442,0.965174196,0.818683551,0.992824932,0.798067623,0.810600599,1.092575149,0.987594634,0.974280641,0.961185461,1.044844932,0.843156481,0.845205175,0.867852658
TCGA.44.2655.01A.01R.0946.07,Wild,0.841356517,0.934909851,1.008002367,1.128964475,0.955657725,0.899091235,0.943808421,0.855275585,1.005995977,0.818979438,0.848773623,1.042553682,1.000117756,0.943724413,0.921459762,0.951901069,0.825386602,0.847686529,0.864328082
TCGA.50.5946.02A.11R.2090.07,Wild,0.75180078,0.951623487,1.031227127,1.113138308,0.99413393,0.883148058,0.933795935,0.776178294,0.956951216,0.731392195,0.780725198,1.016978967,0.953763383,0.968851149,0.945597662,0.978932133,0.826903929,0.849660082,0.912271654
TCGA.86.8673.01A.11R.2403.07,Wild,0.821964497,0.946215908,1.026555768,1.108979491,0.981781303,0.902168782,0.919170192,0.706119285,0.95730202,0.742355418,0.705454952,1.046133191,0.992082376,0.92975339,0.949567252,0.934216381,0.799422634,0.827680862,0.881303029
TCGA.MP.A4TF.01A.11R.A262.07,Wild,0.811900326,0.934137477,1.020685587,1.115371085,0.957620497,0.859748083,0.926784805,0.71622868,0.926326854,0.716579257,0.667115935,0.987530232,0.925948542,0.899295487,0.938282447,0.903065816,0.756061943,0.781291542,0.879452701
TCGA.67.6215.01A.11R.1755.07,Wild,0.866775666,0.962097737,1.011787707,1.113685032,0.982928369,0.886068029,0.927166136,0.679584291,0.991867741,0.784381715,0.763730138,1.060132687,0.971463115,0.939186678,0.935544192,0.942234695,0.837426408,0.822504396,0.826641918
TCGA.55.7911.01A.11R.2170.07,Wild,0.815228429,0.932520373,0.959708541,1.134360528,0.980913363,0.950497269,0.920113054,0.853052767,0.977340639,0.743997958,0.726477479,1.084984279,0.969678117,0.955773347,0.933321311,0.972879681,0.817562491,0.833052015,0.935592434
TCGA.75.6214.01A.41R.1949.07,Wild,0.782556722,0.986322276,1.024621442,1.109441503,0.974617485,0.896963794,0.9419275,0.598485142,0.992174547,0.691510958,0.660577583,0.956361698,0.938217066,0.94265331,0.946051748,0.903223776,0.794343951,0.792971533,0.870887911
TCGA.05.4244.01A.01R.1107.07,Wild,0.860337466,0.950085598,0.98228383,1.120691174,1.028612359,0.923052184,0.950829386,0.705196627,1.004922895,0.789054441,0.848678685,1.089212412,0.989946927,0.930604938,0.960489997,1.020933844,0.843932227,0.826234845,0.851731981
TCGA.44.2666.01B.02R.A277.07,Wild,0.56291465,0.750525622,0.810792816,0.968951947,0.82312852,0.689691494,0.634795113,0.591215858,0.838956451,0.446361635,0.645206634,0.689217581,0.726017033,0.777807277,0.811921218,0.716796492,0.577405858,0.577599738,0.762913785
TCGA.97.7554.01A.11R.2039.07,Wild,0.822084379,0.948056153,0.984482892,1.136072178,1.055696049,0.915657908,0.959694959,0.848603989,0.984436904,0.809935248,0.816311736,1.079976302,0.963269069,0.966987427,0.947630174,1.02575286,0.86124775,0.868533408,0.889335329
TCGA.05.4426.01A.01R.1206.07,Wild,0.851697961,0.956240901,0.973176541,1.124243589,1.014495349,0.903986301,0.93216058,0.675878505,1.010695343,0.813504207,0.789551549,1.076213707,1.010020219,0.946220229,0.976588583,1.037564152,0.848083836,0.82809232,0.836108917
TCGA.05.4382.01A.01R.1206.07,Wild,0.816093525,0.929036198,1.002633994,1.140352146,1.049895673,0.977656713,0.982339802,0.9017806,0.992692987,0.861838618,0.828246378,1.136253917,0.985609922,0.979979738,0.986582181,1.104786142,0.853023,0.897334173,0.845093439
TCGA.J2.A4AE.01A.21R.A24H.07,Wild,0.809899159,0.918112924,0.977188613,1.108968387,0.957777111,0.925481327,0.925471994,0.84274004,0.999378316,0.754783124,0.84055383,1.056735903,0.96103534,0.914903796,0.964960178,0.961582608,0.815690431,0.843243983,0.884900846
TCGA.44.2668.01A.01R.0946.07,Wild,0.868979891,0.98711039,1.029349688,1.151980798,1.042252856,0.981534329,0.977306973,0.851653442,1.003804067,0.878419465,0.830939735,1.14367479,0.995535709,0.995838836,1.021974312,1.082606184,0.891065287,0.909996746,0.90325338
TCGA.55.8506.01A.11R.2403.07,Wild,0.831117763,0.941121853,1.064306301,1.120769867,0.969868316,0.914940165,0.915837592,0.759358055,0.983959483,0.779759945,0.830355373,1.062519976,0.99860413,0.93066408,0.979827394,0.975062957,0.842326946,0.823230652,0.855359273
TCGA.50.6597.01A.11R.1858.07,Wild,0.791390104,0.943761277,1.000512935,1.1176358,0.955239699,0.8840161,0.899929266,0.837096964,0.990259328,0.747548717,0.690756525,1.058416382,1.016024066,0.909014527,0.953352657,0.874434203,0.846102884,0.85170187,0.882707294
TCGA.44.3398.01A.01R.1107.07,Wild,0.888974649,0.975375597,0.999744027,1.131206522,1.039716553,0.94908751,0.98708252,0.850719295,1.036290197,0.904309472,0.896887301,1.121813137,1.003651754,0.973078035,0.96797379,1.071086291,0.869123335,0.906864546,0.904250488
TCGA.50.6594.01A.11R.1755.07,Wild,0.801296708,0.972932099,0.982057597,1.091989208,1.009037951,0.891475424,0.932481679,0.744780004,0.992817521,0.699317622,0.703342254,1.006429057,0.973245646,0.929503683,0.937859843,0.925373241,0.840719931,0.842772633,0.792718068
TCGA.53.7626.01A.12R.2066.07,Wild,0.872016746,0.97027627,0.981472295,1.136407598,1.036958808,0.979445564,0.967089991,0.914359715,1.026535898,0.840417912,0.990723037,1.126574442,1.005831878,0.983491354,0.98290866,1.034019811,0.883921463,0.884092771,0.904099921
TCGA.55.8505.01A.11R.2403.07,Wild,0.785628539,0.94856489,1.037634889,1.107563625,1.004528631,0.839560803,0.918950641,0.727536451,0.967493722,0.764290795,0.732505612,0.986398494,1.016269118,0.925871477,0.949745876,0.941772012,0.774157301,0.818917815,0.867990368
TCGA.97.A4M5.01A.11R.A24X.07,Wild,0.849603244,0.977395775,1.050456795,1.117727376,1.016928103,0.95865617,0.960982887,0.845120937,1.009605978,0.852434,0.908955436,1.07675678,0.976701379,0.971366076,0.982763982,0.989453753,0.853780172,0.856749677,0.872580589
TCGA.75.5125.01A.01R.1755.07,Wild,0.858566511,0.954549288,1.006809686,1.132917134,1.053160652,0.982218975,0.96229099,0.841367755,1.003132581,0.802030774,0.813846855,1.134736542,1.012675447,0.966882418,0.980188706,1.053411021,0.893859859,0.85411209,0.862938626
TCGA.62.A46U.01A.11R.A24H.07,Wild,0.884524274,0.970926201,1.024011588,1.138605347,1.006755976,1.016834341,0.968103573,0.837672588,0.978534833,0.851704916,0.732138456,1.173475222,1.030288511,0.963906442,0.97768137,1.048733413,0.90260448,0.905721342,0.917220068
TCGA.44.2665.01B.06R.A277.07,Wild,0.722536835,0.835072363,0.754064066,1.029685567,0.876655154,0.850964339,0.793376949,0.594998771,0.868147131,0.645042765,0.613339328,0.953382558,0.853496324,0.847448982,0.830850107,0.896604736,0.646174873,0.653586451,0.837990388
TCGA.62.A46V.01A.11R.A24H.07,Wild,0.820026799,0.965821399,1.028710445,1.126709776,0.993504714,0.878202837,0.921928371,0.623357694,1.00143112,0.75208761,0.749153689,1.026442375,0.978723203,0.955882547,0.945402924,0.955063689,0.820646866,0.784591001,0.767067747
TCGA.50.5055.01A.01R.1628.07,Wild,0.890841799,0.992988635,1.046434211,1.159988416,1.009742057,0.972796045,0.963897467,1.07245415,1.007466057,0.879900203,0.90719993,1.142246989,1.041914222,1.007850609,0.989675481,1.064462287,0.921636782,0.94736484,0.90445377
TCGA.91.6829.01A.21R.1858.07,Wild,0.782087985,0.980518395,0.946054226,1.110878392,1.051586717,0.839837896,0.963043264,0.713031759,1.006916323,0.80508629,0.88082879,1.032533564,0.963999544,0.971713219,0.958295161,1.01129889,0.840888632,0.85730776,0.871742062
TCGA.50.5939.01A.11R.1628.07,Mut,0.859804742,0.962568973,1.012552254,1.133269799,1.038104424,0.942582327,0.989846428,0.901590414,1.004762477,0.891149798,0.880354769,1.100899194,0.999617219,0.978910866,0.986361113,1.091623191,0.870566186,0.898935394,0.920954791
TCGA.44.A479.01A.31R.A24H.07,Mut,0.807086584,0.959239332,1.046083481,1.135380992,0.985053352,0.9914311,0.933512876,0.935006001,0.991898982,0.813278911,0.723361116,1.135385072,0.977810518,0.996809035,0.94493769,1.007618644,0.853424615,0.871755794,0.860147019
TCGA.62.A46S.01A.11R.A24H.07,Mut,0.805607002,0.949713536,1.043055743,1.116863718,0.941600807,0.892139782,0.909208391,0.745763975,0.974249623,0.746885819,0.781515242,1.059762412,0.960988487,0.921112269,0.924455064,0.938197937,0.824457919,0.827240036,0.896918728
TCGA.L9.A8F4.01A.11R.A39D.07,Mut,0.777821518,0.937812794,1.054038105,1.122171183,0.942351238,0.9444103,0.918975262,0.897284055,0.933399879,0.813180748,0.758688066,1.117208153,0.968776104,0.950420703,0.95059056,1.018495399,0.819095492,0.847739054,0.799099245
TCGA.97.A4M3.01A.11R.A24X.07,Mut,0.805902253,0.909541331,1.052167578,1.089512023,0.924750784,0.835560409,0.893619195,0.722271456,0.953589757,0.75098502,0.810305198,0.993382727,0.938071159,0.921433745,0.940303249,0.900984965,0.79423074,0.836117015,0.832798252
TCGA.05.4395.01A.01R.1206.07,Mut,0.825574568,0.945764033,0.998344824,1.113595648,0.96963326,0.913609652,0.956349845,0.733342875,0.954172179,0.803949166,0.720562386,1.056150306,0.966558705,0.910848281,0.925823646,0.972341159,0.835556921,0.847148951,0.897826874
TCGA.05.4415.01A.22R.1858.07,Mut,0.781094696,0.926407031,1.00234649,1.099578046,0.972707494,0.882896702,0.986655422,0.710532744,0.948435728,0.742676732,0.7515661,1.033069665,0.947205591,0.938099294,0.948879878,0.961260754,0.820015435,0.819217557,0.926706696
TCGA.05.4417.01A.22R.1858.07,Mut,0.841410067,0.951505816,1.071657375,1.133999722,1.062712622,0.952999907,0.972524763,0.888959197,1.04241488,0.869396008,0.878049636,1.114924053,1.002276899,0.987722307,0.976665414,1.044086731,0.864286002,0.899111686,0.931360791
TCGA.05.4422.01A.01R.1206.07,Mut,0.815972528,0.942911501,1.003957871,1.11181752,0.936584584,0.952047987,0.87083255,0.84362973,0.971545296,0.754853141,0.652449773,1.070331815,0.982356224,0.899436578,0.927794737,0.916481886,0.817172805,0.86966624,0.854767869
TCGA.05.4432.01A.01R.1206.07,Mut,0.816618823,0.924400017,1.075763625,1.10906652,0.992497793,0.921897824,0.938932449,0.860726401,1.03459969,0.812377768,0.83363616,1.073057428,1.008441597,0.983464134,0.979835651,1.002525657,0.834489508,0.855938,0.896156105
TCGA.35.3615.01A.01R.0946.07,Mut,0.799066472,0.914840838,0.980271684,1.100076144,0.940779998,0.853296004,0.918479016,0.77821155,0.964411712,0.779858711,0.797550853,1.013342935,0.940719993,0.923817282,0.92542154,0.923130883,0.807086478,0.822833803,0.837761086
TCGA.44.6776.01A.11R.1858.07,Mut,0.778917362,0.920744077,0.984571745,1.097097556,0.956183209,0.867556528,0.948417189,0.712123143,0.972950544,0.718703787,0.831382349,0.953246241,0.952557951,0.904599378,0.915992566,0.869537746,0.812600282,0.809156471,0.86796261
TCGA.44.6779.01A.11R.1858.07,Mut,0.837286701,0.998980442,1.024750927,1.157306622,1.059271007,0.984571379,0.994614869,0.846884485,1.019478747,0.839482782,0.854474761,1.13359312,1.008052998,1.017646949,0.978588628,1.077446249,0.90296483,0.905747093,0.923281658
TCGA.44.7671.01A.11R.2066.07,Mut,0.812067401,0.938355337,0.993268757,1.100437066,0.972856649,0.850969625,0.951608443,0.700042395,1.005324861,0.782544945,0.825824226,0.982604785,0.98538013,0.935004292,0.93943026,0.928305058,0.828527814,0.821417789,0.882273893
TCGA.49.4486.01A.01R.1206.07,Mut,0.783068078,0.889604664,0.960657947,1.078911861,0.912327137,0.806546767,0.939358602,0.653149742,0.941555831,0.698812253,0.737490285,0.934891831,0.94713625,0.843772817,0.869209534,0.80158594,0.746675049,0.776841297,0.827209857
TCGA.49.4487.01A.21R.1858.07,Mut,0.831037273,0.974440774,1.007609055,1.127992632,0.942112265,0.935941403,0.942558544,0.989096832,0.984896318,0.843976494,0.844913149,1.117294991,1.003809165,0.977441714,0.954861161,1.008362772,0.862835115,0.902168183,0.937679711
TCGA.49.4507.01A.01R.1206.07,Mut,0.826216831,0.991136316,1.012290404,1.147558688,0.949164552,0.942184783,0.935334291,0.797018966,0.912099772,0.826072293,0.771872938,1.088701252,0.970931855,0.961665735,0.92422074,0.961350758,0.845720528,0.854188832,0.908345751
TCGA.50.5072.01A.21R.1858.07,Mut,0.779935563,0.954672577,1.029280416,1.123260367,0.9905986,0.877827967,0.951217988,0.704339044,0.977336899,0.794214715,0.840593841,1.009481571,0.981562174,0.917174613,0.963586735,0.954774881,0.797191452,0.867005724,0.93102759
TCGA.50.5932.01A.11R.1755.07,Mut,0.800602564,0.922445176,1.016996409,1.099913536,0.984859041,0.891737759,0.947656487,0.775791112,0.974401911,0.743736482,0.776523723,0.995311043,0.953937312,0.935559905,0.926050992,0.90201549,0.809258786,0.805844756,0.837855205
TCGA.50.7109.01A.11R.2039.07,Mut,0.809178037,0.912805537,1.064700157,1.107763123,0.944405801,0.888148464,0.885793529,0.836820337,0.966217683,0.750023086,0.745806931,1.051215479,0.971031908,0.947368466,0.96937521,0.931181481,0.801249173,0.830280402,0.911739025
TCGA.53.7813.01A.11R.2170.07,Mut,0.802004653,0.928329042,1.043172854,1.102975726,0.894966397,0.845727692,0.840407804,0.83406316,0.954995321,0.652362274,0.677610904,0.99298225,0.914291274,0.945375002,0.906509835,0.828910246,0.735208625,0.79063265,0.945878126
TCGA.55.1596.01A.01R.0946.07,Mut,0.80564229,0.969734746,1.014376069,1.084773669,0.984356627,0.845136933,0.92287502,0.734034633,0.987696907,0.749447819,0.737271942,0.988206732,0.993046093,0.876657092,0.946527062,0.904010638,0.755349161,0.798215678,0.866987134
TCGA.55.6970.01A.11R.1949.07,Mut,0.859788557,0.956575047,1.033988217,1.126849094,1.022693551,0.943914207,0.949952098,0.889564636,0.988317545,0.875681934,0.873471225,1.091780194,1.00086949,0.936615207,0.961864129,0.991789327,0.888213834,0.880080744,0.942005722
TCGA.55.6971.01A.11R.1949.07,Mut,0.848838371,0.961884361,1.063918586,1.142717355,1.04125539,1.004370398,0.946869195,0.955532465,1.006231748,0.88448322,0.93403236,1.147806478,1.000502711,0.978861122,0.998210036,1.074140864,0.881013448,0.90075308,0.926171051
TCGA.55.7574.01A.11R.2039.07,Mut,0.838810417,0.950087398,1.019715481,1.142301278,0.967191181,0.988088262,0.940220909,0.998581401,0.97430641,0.845565159,0.889162506,1.115817728,0.98689763,0.983199741,0.961302214,1.029273882,0.867906881,0.902266676,0.890043008
TCGA.64.5774.01A.01R.1628.07,Mut,0.805189023,0.87812662,1.051085823,1.067630226,0.931390177,0.837148644,0.904916823,0.692176731,0.951114239,0.645048234,0.687227108,0.98444797,0.931329054,0.931209543,0.939192134,0.883482009,0.721180214,0.808186775,0.897749385
TCGA.69.7763.01A.11R.2170.07,Mut,0.818439961,0.926513596,1.02636387,1.111745351,0.983469175,0.920507395,0.945377637,0.822098691,0.98743504,0.788227517,0.849600137,1.03385183,0.945237129,0.972634736,0.92945503,0.958069052,0.838580016,0.848247682,0.863670047
TCGA.73.7498.01A.12R.2187.07,Mut,0.803352407,0.930732355,1.029804407,1.12247595,0.926106901,0.902149423,0.91411214,0.80508332,0.970592627,0.800138219,0.822517973,1.070796007,0.968924279,0.947888515,0.928599256,0.945504989,0.838059988,0.826986579,0.836100113
TCGA.75.5146.01A.01R.1628.07,Mut,0.855535935,0.939062646,0.956816184,1.123263792,0.962413883,0.896753031,0.930939056,0.884796042,1.005189598,0.794869577,0.816048391,1.044201286,0.984237866,0.938529142,0.964539921,0.942322376,0.832240636,0.885631428,0.911817871
TCGA.75.7031.01A.11R.1949.07,Mut,0.835742368,0.950748106,1.058089438,1.11269795,0.967591976,0.908760554,0.922761425,0.721769827,1.01017432,0.759266168,0.776160454,1.059780217,0.951358261,0.934867593,0.927738108,0.970612753,0.833254548,0.830051869,0.882966984
TCGA.78.7148.01A.11R.2039.07,Mut,0.828910985,0.9487648,1.044506926,1.127030487,0.970540722,0.890543429,0.948863318,0.729609171,0.959478465,0.74695423,0.765209971,1.032326709,0.985059889,0.938457211,0.914540064,0.926259352,0.806794336,0.849233054,0.931750765
TCGA.78.7152.01A.11R.2039.07,Mut,0.826451893,0.955075307,1.068938678,1.123449351,0.990645155,0.931560456,0.924955561,0.891576555,0.97578756,0.781171945,0.784095179,1.053275963,0.974005342,0.969605904,0.946709725,0.962651059,0.845865451,0.881379129,0.888870389
TCGA.78.7156.01A.11R.2039.07,Mut,0.766349682,0.881514087,0.947945229,1.094482198,0.908348106,0.832840246,0.882778984,0.640018276,0.926315646,0.654651918,0.731262077,0.936975033,0.919376262,0.862336891,0.905508675,0.80411516,0.729225485,0.77051768,0.777073107
TCGA.78.7159.01A.11R.2039.07,Mut,0.821233852,0.922180819,1.057827196,1.105552505,0.991307197,0.852669955,0.912082247,0.791077984,1.001728599,0.764569114,0.714598764,1.032417689,0.955644882,0.923683891,0.973650579,0.920335273,0.739919774,0.802071311,0.913834051
TCGA.78.7160.01A.11R.2039.07,Mut,0.849782193,0.955459913,1.021257045,1.139592232,1.005904451,0.973197965,0.964942528,0.864073464,1.009632753,0.869958451,0.886112819,1.105762676,0.984502471,0.98943511,0.955898583,1.020308584,0.888007585,0.90337381,0.965987926
TCGA.78.7161.01A.11R.2039.07,Mut,0.7235532,0.90354478,1.063716479,1.067760823,0.896266261,0.808996817,0.844669663,0.533115285,0.950071002,0.646211737,0.66059532,0.951961026,0.936851642,0.890518525,0.912435071,0.793076647,0.712780512,0.729358232,0.861938525
TCGA.78.7166.01A.12R.2066.07,Mut,0.796925446,0.920059256,1.058008018,1.100257875,0.893082567,0.897693877,0.894301873,0.745974158,0.923046388,0.715570213,0.630821775,0.984932104,0.977145245,0.89975405,0.908718442,0.845894567,0.757132024,0.81283075,0.854518162
TCGA.78.7167.01A.11R.2066.07,Mut,0.779669853,0.886531934,1.026243071,1.095677383,0.896698122,0.833779065,0.856276131,0.637892009,0.956399534,0.700243947,0.69375345,0.93696262,0.927725029,0.902020745,0.907990138,0.80450647,0.768536492,0.776313569,0.783556537
TCGA.78.7535.01A.11R.2066.07,Mut,0.844183261,0.931306981,1.036086743,1.113530977,0.936562147,0.882533593,0.90479173,0.678953743,0.969253115,0.767884795,0.729008899,1.077119791,1.049545194,0.956983701,0.950497563,0.939085475,0.824977244,0.805070464,0.867120647
TCGA.78.7536.01A.11R.2066.07,Mut,0.797039349,0.932405344,1.060222021,1.090587294,0.908294733,0.881844477,0.908992816,0.730149236,1.063571054,0.73795565,0.702385574,1.067168232,0.952516441,0.952424769,0.915127318,0.975789715,0.760835944,0.799284399,0.864043493
TCGA.78.7537.01A.11R.2066.07,Mut,0.77766876,0.953851741,0.995756001,1.096990879,0.966835606,0.85734501,0.914183052,0.738522308,0.933857429,0.77516185,0.753194558,0.994302182,0.953797756,0.938281887,0.9442242,0.900403617,0.796395713,0.833850053,0.869990807
TCGA.80.5608.01A.31R.1949.07,Mut,0.828552114,0.923877824,1.064824155,1.100772504,0.968219647,0.888871002,0.923003283,0.725584934,0.984493275,0.766401237,0.787213224,1.027093928,0.963658967,0.93319878,0.957175109,0.925737356,0.817326849,0.813693188,0.925129991
TCGA.86.7713.01A.11R.2066.07,Mut,0.756593696,0.913173813,1.032192011,1.054494429,0.955070404,0.784463367,0.912835314,0.704047104,0.963179199,0.676332293,0.698021607,0.981735483,0.959082324,0.906200896,0.908361897,0.891207914,0.760675955,0.806770698,0.961255502
TCGA.91.6849.01A.11R.1949.07,Mut,0.860486168,0.900108973,0.997384599,1.132079842,0.96084237,0.891293134,0.953734633,0.91151493,0.989150526,0.832529978,0.80252808,1.086553819,0.983651055,0.94471151,0.969769587,0.990661392,0.833856342,0.85704159,0.846014561
TCGA.05.5425.01A.02R.1628.07,Mut,0.855101211,0.983939039,1.019257235,1.136924205,1.023369437,0.932038508,0.98320212,0.888710176,1.00423446,0.906150144,0.874662682,1.128043545,1.011645306,0.980761049,0.978581705,1.031712862,0.891320874,0.90973104,0.927954047
TCGA.62.A46P.01A.11R.A24H.07,Mut,0.80404867,0.947559106,1.046627044,1.071592003,0.915889322,0.86146612,0.913358511,0.677305047,0.964738256,0.755616622,0.745647789,0.997681725,0.963182427,0.937484394,0.926707051,0.867003976,0.776135993,0.791321978,0.8676143
TCGA.49.AAR0.01A.21R.A39D.07,Mut,0.801364904,0.957116929,1.065522938,1.111215563,0.938090558,0.936011914,0.932762369,0.856105855,1.000583546,0.841019191,0.780832009,1.097738798,0.99689396,0.960899058,0.942083035,0.991867202,0.839308803,0.846159355,0.867513164
TCGA.86.8280.01A.11R.2287.07,Mut,0.862420777,0.958193534,0.99821225,1.133047773,0.995534437,0.960075879,0.957037549,0.882280503,1.014205035,0.843757701,0.866953615,1.102655001,1.008822738,0.967791595,0.974474889,1.039633302,0.895116727,0.888245345,0.874133118
TCGA.86.8359.01A.11R.2326.07,Mut,0.846035365,0.98253508,1.034845795,1.121178468,0.96855305,0.940318985,0.890601255,0.742900319,0.969593416,0.783537996,0.754302962,1.067328344,0.955146743,0.958592024,0.961075942,0.948146058,0.839335544,0.871603698,0.936094884
TCGA.86.8281.01A.11R.2287.07,Mut,0.809694698,0.90974207,1.029817057,1.101731219,0.967793577,0.871950717,0.913901162,0.805991781,0.951731747,0.760573963,0.766946367,1.007908595,0.96549246,0.919758318,0.922662237,0.913387907,0.810902501,0.837879394,0.844610703
TCGA.55.8203.01A.11R.2241.07,Mut,0.829228104,0.916557961,1.075055598,1.131807567,0.955960562,0.945974383,0.907389178,0.90015577,0.948012169,0.766237002,0.730771749,1.06386321,0.972507592,0.953937775,0.925462567,0.973415582,0.788889827,0.843513777,0.888172645
TCGA.67.3774.01A.01R.0946.07,Mut,0.861287291,0.966283163,1.051679156,1.124494121,0.98224942,0.967547661,0.955344647,0.838272657,1.005961592,0.829711472,0.884195399,1.082880756,0.986449604,0.949190002,0.976653323,0.980122048,0.871243845,0.876879228,0.888588941
TCGA.MP.A4TE.01A.22R.A466.07,Mut,0.736128993,0.896459084,1.083110361,1.048034172,0.935518487,0.796208461,0.879535708,0.636401576,0.968451211,0.686934207,0.649448114,0.942500468,0.963118412,0.917293812,0.95163415,0.816422769,0.724122051,0.748944111,0.848645948
TCGA.J2.8194.01A.11R.2241.07,Mut,0.845993762,0.918597264,1.022218081,1.113691156,1.019733572,0.920635533,0.935581284,0.712790178,1.004821138,0.798998393,0.813619172,1.048789495,0.965392001,0.936935065,0.971160284,0.971392867,0.81824425,0.839128392,0.841653338
TCGA.NJ.A55R.01A.11R.A262.07,Mut,0.740692984,0.920734489,1.027549984,1.076748565,0.90987586,0.821330502,0.841914392,0.795717044,0.926296899,0.717765118,0.710625345,0.948471948,0.971335576,0.899993435,0.916827602,0.83967712,0.765064863,0.777691145,0.775551618
TCGA.4B.A93V.01A.11R.A39D.07,Mut,0.749272378,0.875700195,1.073272673,1.08784445,0.891217261,0.814742354,0.862241171,0.804979906,0.952383389,0.672031238,0.619029498,1.021760775,0.982199527,0.912211444,0.924452481,0.871431471,0.720540487,0.784550727,0.876775884
TCGA.MP.A4TD.01A.32R.A262.07,Mut,0.788974385,0.952321877,1.067967256,1.112740824,0.982380875,0.942339206,0.914386873,0.874905799,0.975660909,0.78643948,0.787995664,1.059446981,0.971925584,0.944716612,0.939674206,0.980424487,0.811501159,0.856166611,0.867797945
TCGA.NJ.A4YP.01A.11R.A262.07,Mut,0.784068257,0.93330658,1.056870275,1.118347628,0.993968154,0.929341788,0.93241602,0.720116928,0.926168666,0.780896025,0.752721071,1.048557714,0.934243002,0.960024925,0.930723226,0.940292855,0.786496237,0.847525099,0.876110304
TCGA.44.8119.01A.11R.2241.07,Mut,0.839559623,0.944006917,1.085398338,1.117060471,1.019027751,0.905333697,0.942059117,0.777833354,0.997290635,0.789631868,0.820240204,1.080638981,0.984912873,0.97890675,0.978187398,1.024288142,0.811911355,0.849383908,0.905249977
TCGA.99.8032.01A.11R.2241.07,Mut,0.793204454,0.946285249,1.06988608,1.107467605,0.969254777,0.871578689,0.925983061,0.821715466,1.020087915,0.760650055,0.794031801,1.051029024,0.950142269,0.962558639,0.961337641,0.964831386,0.772545782,0.831678565,0.898774809
TCGA.73.4677.01A.01R.1206.07,Mut,0.814505949,0.934243851,1.014983518,1.123132749,0.994218195,0.869854207,0.96643516,0.80677443,0.998133277,0.810251033,0.871442761,1.045631633,0.973092576,0.92678475,0.934517559,0.956000423,0.809252537,0.84696008,0.863491806
TCGA.73.4670.01A.01R.1206.07,Mut,0.834558732,0.947421751,1.049441131,1.109612539,0.991797652,0.852897001,0.932000867,0.727745305,0.958593887,0.778994541,0.766666374,1.028682369,0.953540895,0.912995002,0.93524619,0.953596161,0.790392083,0.830605573,0.848291288
TCGA.73.A9RS.01A.11R.A41B.07,Mut,0.752825603,0.940178813,1.026807835,1.092598882,0.886823102,0.878143049,0.901618161,0.680578836,0.931067731,0.694582405,0.790163727,0.975013395,0.933149308,0.875665357,0.916953552,0.815818436,0.749175183,0.751995719,0.845552347
TCGA.44.7669.01A.21R.2066.07,Mut,0.797669516,0.922838898,1.014381588,1.087068293,1.017443172,0.887682203,0.961343371,0.837843367,1.039400325,0.818649193,0.843033943,1.067746491,0.949166511,0.988859596,0.959960011,0.999009077,0.830031454,0.805270559,0.909252046
TCGA.55.7913.01B.11R.2241.07,Mut,0.762532889,0.914688025,1.029765447,1.079775699,0.932500282,0.871262762,0.920402291,0.642543916,0.950625487,0.669487102,0.643070298,0.972615102,0.957337296,0.869556569,0.960449222,0.871560097,0.743684849,0.785427834,0.896947416
TCGA.91.7771.01A.11R.2170.07,Mut,0.824391484,0.970493865,1.014618592,1.143295282,1.012459332,0.966215625,0.947566946,0.88554507,0.97550859,0.838798711,0.880593481,1.118895722,0.992279758,0.974132477,0.956129425,1.031321284,0.843351222,0.883644984,0.915356826
