Mixture,Type,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.35.5375.01A.01R.1628.07,Wild,0.788488637,0.966295671,1.066373983,0.842128845,0.983704674,0.973146392,1.090145777,0.934192635,0.814531171,0.863131796,0.618813065,0.913116897,0.830829644,1.0098714,0.768127346,0.798249372,1.044287637,0.753083572,0.945534734,0.938374172,0.78895241,0.592375528,0.933592567,0.981196546,0.861736774,0.850219159,0.722002166,0.861958698
TCGA.55.A4DF.01A.11R.A24H.07,Wild,0.782406465,0.990753614,1.051483157,0.82223803,0.986947753,1.045150764,1.119136932,0.929972635,0.834466683,0.926076043,0.551704881,0.920110442,0.884021494,1.02968329,0.788902388,0.713247813,1.099908366,0.732690839,0.950780947,0.982503672,0.763756768,0.481975501,0.952044166,0.995951756,0.805676523,0.845351259,0.684551906,0.879235994
TCGA.MP.A4T4.01A.11R.A262.07,Wild,0.852995386,0.955945104,1.108461253,0.807901319,0.978387834,1.04092147,1.137676123,1.02729569,0.818162527,1.009619097,0.625814223,0.933986043,0.903677836,1.000979723,0.814448502,0.812023918,1.13779659,0.751038793,0.992634474,0.979827407,0.823907974,0.606811604,0.97273811,1.06693425,0.888135165,0.889428272,0.679579463,0.85307955
TCGA.62.A471.01A.12R.A24H.07,Wild,0.692208183,0.872983428,0.987412954,0.764313432,0.949780172,1.006834177,1.090147264,0.926547157,0.756237428,0.87196695,0.548041153,0.871114415,0.672669699,0.950766461,0.677073769,0.691944057,0.954462427,0.70101167,0.937251895,0.871774746,0.753827332,0.697375788,0.940037069,0.821324982,0.720451235,0.80361734,0.733792336,0.887045769
TCGA.L9.A5IP.01A.21R.A39D.07,Wild,0.607623693,0.939067214,0.988665998,0.830085153,0.938479138,1.011468913,1.121551667,0.958489497,0.806810539,0.929865282,0.605203561,0.916918192,0.718855212,0.946759442,0.747275568,0.727450006,1.00416086,0.630160806,0.931744171,0.927642275,0.762918631,0.75825638,0.954632652,0.927592559,0.799946809,0.844853574,0.730172194,0.864528956
TCGA.49.AARR.01A.11R.A41B.07,Wild,0.887096056,0.784473451,1.021665502,0.825963125,0.959295215,0.987368314,1.110519308,0.964371776,0.839333918,0.925983728,0.75671525,0.944339807,0.862076368,1.0349361,0.848766884,0.877935246,1.080306079,0.677581455,0.976604959,0.995120368,0.760517387,0.614001052,1.002159677,0.985666109,0.831782354,0.854264697,0.693392652,0.852417254
TCGA.78.8662.01A.11R.2403.07,Wild,0.582611418,0.838472413,0.924586753,0.778630436,0.922309497,0.989765805,1.088628963,0.930366228,0.724847412,0.838244657,0.670986527,0.900710442,0.648071865,0.945244902,0.655660452,0.734214658,0.91166435,0.677736722,0.955481062,0.910947666,0.716803845,0.47975155,0.910140214,0.812642731,0.748670836,0.788205987,0.670497382,0.850921549
TCGA.05.4430.01A.02R.1206.07,Wild,0.786942843,0.900201808,1.024336218,0.869707706,0.969277706,1.025380409,1.135037051,1.043941258,0.839729431,0.924719673,0.653083629,0.981969534,0.819188859,1.037285534,0.887353149,0.920363512,1.109735524,0.739072473,1.016308445,0.993293222,0.803338212,0.714483507,0.982143587,1.06527477,0.899979652,0.882742431,0.735877852,0.879742229
TCGA.44.7659.01A.11R.2066.07,Wild,0.791656831,0.795349695,0.963929921,0.821617691,0.939993961,0.991763673,1.095949132,0.912309895,0.809899734,0.847753208,0.707176324,0.913446571,0.827942192,1.01831867,0.767742618,0.778204319,1.047592427,0.634192305,0.94713118,0.944707621,0.702906286,0.546554319,0.94231637,0.906564815,0.811133704,0.799840834,0.714248302,0.792924025
TCGA.L9.A50W.01A.12R.A39D.07,Wild,0.687608367,0.782590872,0.959473807,0.829843821,0.944218764,1.021009745,1.113801297,0.946337089,0.782853039,0.868043442,0.599104268,0.890622252,0.747651559,0.971758204,0.722372867,0.864045217,1.031151401,0.686157083,0.983327624,0.93850463,0.697083425,0.62323761,0.959651183,0.88152479,0.830954194,0.825184592,0.766700436,0.847541773
TCGA.75.7025.01A.12R.1949.07,Wild,0.840396931,0.766688601,1.007937105,0.829104573,0.967232895,0.9773046,1.129523372,0.964872818,0.852701422,0.930537797,0.715482905,0.910625624,0.847707198,1.011568898,0.819935344,0.83178416,1.07812868,0.64684644,1.009959217,0.965762092,0.732768121,0.571832593,0.973003761,0.991275282,0.847060523,0.848939538,0.694065807,0.819976957
TCGA.05.4424.01A.22R.1858.07,Wild,0.743117723,0.937258772,0.996243428,0.854106859,0.959583084,1.032386786,1.116882342,1.029405313,0.848925352,0.92747164,0.66829382,0.953736634,0.811210772,1.056202432,0.860681975,0.900074543,1.09282284,0.800906128,1.012008272,0.983857388,0.769950925,0.65539395,0.986333966,1.044758005,0.873826545,0.869109246,0.702433997,0.889330466
TCGA.38.4627.01A.01R.1206.07,Wild,0.780543844,0.879688278,1.016491299,0.863258686,0.983613455,0.982686603,1.148354996,1.054644212,0.890988838,0.93463899,0.635577083,1.017775733,0.800367019,1.050583075,0.902000201,0.931474288,1.130876264,0.781221347,1.018663026,1.007840281,0.818303181,0.6765265,1.018802641,1.077910735,0.910787366,0.913176118,0.752615501,0.894120327
TCGA.86.8073.01A.11R.2241.07,Wild,0.661633259,0.823052252,0.94078236,0.783110026,0.908854218,0.984351254,1.134006114,0.999445684,0.868137073,0.889201314,0.59340862,0.924533549,0.744618432,1.023864756,0.798487488,0.827061131,1.035578866,0.721611525,0.976835842,0.937984264,0.717365259,0.53444628,0.956654105,0.984817617,0.812750828,0.833983579,0.654700494,0.847429348
TCGA.69.7765.01A.11R.2170.07,Wild,0.819416702,0.91210695,1.010138508,0.838875079,0.961993459,1.039541344,1.139158821,1.057825472,0.870890332,0.905902842,0.634942303,0.93899546,0.876895331,1.010474077,0.826064608,0.856297798,1.078044846,0.791399079,0.9747131,0.970542621,0.787684722,0.610060046,0.969271525,1.01071044,0.863807058,0.875111126,0.706272708,0.903822342
TCGA.44.5645.01B.04R.A277.07,Wild,0.563137977,0.677171802,0.684964606,0.694027397,0.703831386,0.731125273,1.013848661,0.767392544,0.660727736,0.787678126,0.580881862,0.713333882,0.714968874,0.817512005,0.486963618,0.611194981,0.88646784,0.517075126,0.727166722,0.840072548,0.487812063,0.348650124,0.794909108,0.844227612,0.629020781,0.640028836,0.489087582,0.73692271
TCGA.55.6984.01A.11R.1949.07,Wild,0.846038287,0.88855048,0.976869468,0.813414799,0.933907443,1.02745075,1.115345662,0.984950858,0.786346905,0.881866106,0.643230907,0.901441897,0.841832489,0.958161335,0.771763145,0.754244028,1.019101451,0.713455326,0.972009118,0.947735086,0.735631211,0.718417596,0.961662965,0.904638377,0.79776821,0.84164707,0.814555576,0.906810906
TCGA.69.7764.01A.11R.2170.07,Wild,0.760013204,0.891421449,1.029554265,0.722332936,0.898253974,0.968617988,1.119254128,0.912702723,0.806773706,0.855437847,0.633423273,0.872631039,0.81492546,0.924675457,0.690625069,0.737912896,0.981940688,0.646008338,0.913217045,0.922535856,0.709523918,0.460713676,0.905944343,0.862860398,0.799732099,0.821597438,0.687504423,0.91878124
TCGA.86.A4P7.01A.11R.A24X.07,Wild,0.853642724,0.881979743,1.05883254,0.830300493,0.949273575,0.987970298,1.12963342,0.995035659,0.80935805,0.96319405,0.713038299,0.943601359,0.898852868,0.989859701,0.841296667,0.908235875,1.109525206,0.721549459,0.989070664,0.975991926,0.780443569,0.611530168,0.970752982,1.001220447,0.891477096,0.875358098,0.753735707,0.879809496
TCGA.55.8620.01A.11R.2403.07,Wild,0.792294273,0.883550643,1.00978925,0.796881884,0.905340402,1.029968132,1.097198789,0.963003916,0.864598653,0.832284544,0.567392303,0.893927419,0.799417888,0.912010157,0.716648484,0.663541033,1.008316038,0.731727961,0.965523392,0.968095652,0.705324464,0.493649386,0.928534807,0.945668877,0.774742118,0.774392695,0.738423912,0.807135637
TCGA.97.8177.01A.11R.2287.07,Wild,0.847158567,0.875675296,1.052334873,0.879814563,0.980275332,1.031924151,1.13787865,1.047168598,0.866849787,0.916415862,0.687914621,0.968501559,0.882930471,1.046646526,0.899419419,0.943580489,1.139446927,0.718692243,1.008904306,0.985617776,0.773773529,0.673040575,0.986702664,1.054552294,0.874728576,0.88109207,0.717179289,0.865259073
TCGA.50.6595.01A.12R.1858.07,Wild,0.687392554,0.951456823,1.03593294,0.860185422,0.9733783,0.99582604,1.139166367,1.046844222,0.859151453,0.909372735,0.63924822,0.988390994,0.808559471,0.991016818,0.829038242,0.806901113,1.086443361,0.729324796,0.988248037,0.994520596,0.863284498,0.701342336,0.952146977,1.077037798,0.871359281,0.896182007,0.75798421,0.912842554
TCGA.78.7633.01A.11R.2066.07,Wild,0.58486392,0.783485134,0.920073985,0.782968224,0.896312924,0.988471957,1.076809029,0.96082776,0.821937372,0.844623214,0.67000127,0.945811153,0.648999128,0.971913192,0.757357024,0.829767654,0.969112224,0.675745503,0.966572164,0.904483674,0.7454967,0.59725066,0.943209463,0.873128705,0.811267894,0.816822662,0.692944802,0.874177811
TCGA.97.A4LX.01A.11R.A24X.07,Wild,0.962399108,0.941922185,1.092162975,0.869978185,0.97440843,1.038325037,1.133865801,1.02995767,0.879589699,1.032316592,0.663562932,0.966113925,0.975540048,0.990145897,0.872075539,0.844109515,1.15515303,0.771050079,1.002579105,0.991551853,0.814653831,0.616995359,0.957717319,1.094756291,0.904706427,0.917820338,0.75110312,0.853313347
TCGA.53.7624.01A.11R.2066.07,Wild,0.61693332,0.940839295,0.966325687,0.782164679,0.937354693,0.966114025,1.108439548,0.937238974,0.85900367,0.900749559,0.496166168,0.919086252,0.719192893,0.958816881,0.721139386,0.622134272,0.987222692,0.646302813,0.921341326,0.918805673,0.780222297,0.4857513,0.925248592,0.912935585,0.790404375,0.802333313,0.614873789,0.877375979
TCGA.49.AARN.01A.21R.A41B.07,Wild,0.855598742,0.841587545,0.985959854,0.813233552,0.96656791,1.051124996,1.115984529,0.970978437,0.801203617,0.889213933,0.61988317,0.879844266,0.845648948,0.973214106,0.764482344,0.73082307,1.044075718,0.759906281,0.979144192,0.964403749,0.739493392,0.610609515,0.938213558,0.902235707,0.815926536,0.844877321,0.736015969,0.893016095
TCGA.62.A46R.01A.11R.A24H.07,Wild,0.758045459,0.933926604,1.009889779,0.845059523,0.949304462,1.02836894,1.139736355,1.006264342,0.841180457,0.924744982,0.656760441,0.937236322,0.8496843,1.027067583,0.802886502,0.818175592,1.092821332,0.748472035,0.988820369,0.944439087,0.737590948,0.588785953,0.965465753,0.961413839,0.829498358,0.826924574,0.712036674,0.87112677
TCGA.50.8457.01A.11R.2326.07,Wild,0.940199038,0.840652097,1.053382274,0.827658715,0.971478957,1.001701171,1.124099942,0.974556748,0.838765617,0.973303177,0.708281496,0.924361612,0.947311978,1.00406396,0.845468599,0.881256369,1.108234156,0.718610362,1.006907715,0.977883579,0.782543691,0.608697103,0.969499429,1.027198237,0.88583863,0.886833007,0.727003323,0.844997245
TCGA.91.8496.01A.11R.2403.07,Wild,0.679014039,0.842124058,1.039556005,0.919562515,0.964006211,0.992938342,1.13356901,1.001740021,0.854317345,0.92825952,0.678468208,0.990248221,0.808135451,1.038170861,0.891648303,0.944855248,1.125188732,0.688982329,1.033465855,0.972619595,0.79416015,0.704154616,0.997844073,1.007944245,0.912703819,0.885323619,0.733023667,0.849280318
TCGA.75.5122.01A.01R.1755.07,Wild,0.833517002,1.030396747,1.149505984,0.926910511,1.005436615,1.012537586,1.163522697,1.025580768,0.929466819,1.069613956,0.709191726,1.016413106,0.931457493,1.028017278,0.93877385,0.929083609,1.205950291,0.787849897,1.043028327,0.996870322,0.886726853,0.744769008,1.013092274,1.134728436,0.935027658,0.947488377,0.716522852,0.92803253
TCGA.NJ.A4YQ.01A.11R.A262.07,Wild,0.968553332,0.952056287,1.12320579,0.807128581,0.92881894,1.053177103,1.136657435,1.004895825,0.81932405,0.973700483,0.606812459,0.923063059,0.985959323,0.956497085,0.808148606,0.793201557,1.143902215,0.715598057,0.993912702,0.935969906,0.793384833,0.698923354,0.942062927,1.037231626,0.847226532,0.895065568,0.671669865,0.835609897
TCGA.91.6831.01A.11R.1858.07,Wild,0.710024182,0.935280578,0.982327423,0.794900978,0.946078889,1.066385196,1.118112282,0.976886696,0.819597505,0.884215036,0.585524982,0.937386006,0.771201908,0.986799143,0.798467636,0.765058006,1.082008023,0.724602373,0.961661784,0.973708063,0.79701333,0.654179762,0.954070682,1.029994655,0.790395763,0.827758694,0.678444438,0.900236044
TCGA.91.A4BD.01A.11R.A24H.07,Wild,0.736051491,0.804798737,1.009813567,0.875664001,0.944159132,1.007887318,1.100072313,0.950834897,0.852349497,0.913072594,0.730251561,0.950791065,0.796453692,1.041660101,0.890267949,0.916351209,1.121815217,0.679724902,1.011611664,0.926719104,0.763669827,0.709151399,0.973755035,0.956470517,0.838947972,0.829429022,0.721542209,0.814536066
TCGA.69.8255.01A.11R.2287.07,Wild,0.812090774,1.001285049,1.113975188,0.777544038,0.904216742,1.032675104,1.101842498,0.98403892,0.784025011,0.958396773,0.577406607,0.92420545,0.856571815,0.929279832,0.769769531,0.712921044,1.0864764,0.750995732,1.052580515,0.931097403,0.801814719,0.654164488,0.919627504,0.941777335,0.795177087,0.822601375,0.629152007,0.879946428
TCGA.69.8253.01A.11R.2287.07,Wild,0.839041564,0.834828249,0.993588321,0.835540444,0.933457384,1.010342806,1.107870933,0.975332258,0.832517809,0.892200237,0.64215936,0.934079118,0.820606086,0.989328721,0.788071866,0.852870831,1.015228485,0.679763556,0.969059585,0.895179335,0.742547869,0.682120718,0.937997422,0.933900758,0.807416152,0.834060101,0.690806792,0.836368982
TCGA.86.A4D0.01A.11R.A24H.07,Wild,0.655067027,0.932696998,0.990791087,0.755547126,0.919867101,1.039659875,1.064139831,0.95257156,0.762585267,0.818832816,0.576981891,0.893199323,0.656864844,0.923337065,0.668651809,0.669044617,0.962024458,0.715178527,0.962251542,0.940939669,0.699132575,0.54605859,0.953063869,0.875126248,0.768160225,0.785731256,0.773659359,0.88253915
TCGA.78.8640.01A.11R.2403.07,Wild,0.750116973,0.883771359,1.001173173,0.78619693,0.936211235,1.025620908,1.090144219,0.979312452,0.728535321,0.89184812,0.543277773,0.934734888,0.830710499,0.986809336,0.74750452,0.753023637,1.041288751,0.697762256,0.980233424,0.925432365,0.738209036,0.534983978,0.932247673,0.945460464,0.766005115,0.820831611,0.667632545,0.838433832
TCGA.97.8174.01A.11R.2287.07,Wild,0.816739271,0.818887573,0.99775306,0.786566383,0.918990413,0.988844989,1.10931294,0.971601082,0.847800275,0.933652273,0.650573609,0.939395637,0.817272747,0.966584157,0.822604497,0.871176345,1.074160442,0.676814254,0.980271767,0.951430177,0.764061667,0.552048827,0.95126545,0.979906847,0.850916643,0.855594896,0.721980148,0.863055733
TCGA.55.6987.01A.11R.1949.07,Wild,0.977575673,1.006238868,1.12888748,0.872659608,0.967578593,0.987030467,1.139560813,1.017400077,0.875646898,1.001738921,0.664040429,0.96646369,0.990700752,1.014551275,0.90557596,0.847952773,1.160010218,0.799641341,0.994639505,0.993096876,0.866761222,0.716332541,0.992507612,1.075477589,0.886169608,0.926081226,0.719930396,0.952571491
TCGA.49.6744.01A.11R.1858.07,Wild,0.877080493,0.942744063,1.079663567,0.86298441,0.997528074,1.052508469,1.151799874,1.039923685,0.85848071,0.958174532,0.673954907,0.978652987,0.896784128,1.013238315,0.899817562,0.936149638,1.140377569,0.769044569,1.005659795,1.004039444,0.826725468,0.688944116,0.980175605,1.071287741,0.880590216,0.907415319,0.724011265,0.906531799
TCGA.55.8096.01A.11R.2241.07,Wild,0.774172098,0.802249617,0.96178422,0.821132575,0.98062857,1.022257977,1.132733752,1.036439928,0.773107041,0.963210533,0.543049253,0.963284808,0.831910942,0.987751512,0.830099279,0.791397967,1.125071309,0.696126682,1.00179389,0.955141252,0.747704098,0.552158471,0.954892559,1.05920202,0.852781251,0.85651723,0.7289363,0.836462184
TCGA.J2.8192.01A.11R.2241.07,Wild,0.762606823,0.870270949,0.994245036,0.853366577,0.958550592,0.998350564,1.150075674,1.052366693,0.856103759,0.951703912,0.627337218,0.965425042,0.832902477,1.026678432,0.848201657,0.860429795,1.117347762,0.738345602,0.993827689,0.98940131,0.744698472,0.654946613,0.983460533,1.078671821,0.850337559,0.893179677,0.706198103,0.881137095
TCGA.44.2662.01B.02R.A277.07,Wild,0.386775298,0.86730958,0.654832544,0.717551173,0.734365982,0.771825462,1.014475879,0.945904175,0.770370171,0.815891281,0.597434663,0.787989545,0.623123012,0.918538937,0.625809892,0.614911501,0.976466875,0.59778704,0.761179842,0.8076946,0.544299425,0.520272523,0.839767534,0.983525378,0.663925525,0.650662656,0.538350917,0.80416218
TCGA.49.AAR9.01A.21R.A41B.07,Wild,0.506655967,0.882987543,0.932939122,0.737800464,0.926695223,1.044810877,1.080873843,0.95509762,0.77096214,0.850783625,0.538702461,0.854611703,0.621695761,0.934540823,0.661765062,0.682199637,0.911120553,0.730678525,0.945393829,0.954940251,0.713339787,0.454948429,0.940024481,0.827260818,0.744832617,0.807671355,0.758959896,0.833246956
TCGA.86.A4P8.01A.11R.A24X.07,Wild,0.76532874,0.85922045,1.07456755,0.85809603,0.953184702,0.974136921,1.142753664,1.001869158,0.857076554,1.035501982,0.783144003,0.967289842,0.871215675,1.022561741,0.867638881,0.902229998,1.16229504,0.710158339,1.015552605,1.004284223,0.828846864,0.604004892,0.986122145,1.009517895,0.885452253,0.884849081,0.698589885,0.857625234
TCGA.44.5645.01A.01R.A278.07,Wild,0.816961458,0.836843921,0.95436916,0.789181083,0.862195001,0.919227706,1.125843482,0.907933615,0.781602414,0.907365415,0.584084281,0.875762995,0.853283164,0.945574678,0.709686572,0.772065492,1.062657014,0.669010711,0.928989774,0.955420513,0.638554188,0.569183704,0.888417446,0.991756731,0.796912811,0.83652719,0.69707098,0.859912555
TCGA.78.7158.01A.11R.2039.07,Wild,0.570654834,0.757849589,0.904157814,0.782759675,0.93228777,0.974116822,1.112675723,0.949502847,0.771268167,0.830119654,0.542082698,0.903456814,0.668326038,0.959967776,0.694746483,0.73439889,0.998362957,0.706133967,0.916249968,0.921938437,0.674562834,0.464608247,0.950455859,0.875747932,0.793288926,0.774729336,0.74279749,0.811191024
TCGA.80.5611.01A.01R.1628.07,Wild,0.702607286,0.936112096,1.012581273,0.83145192,0.958645498,1.021732687,1.110870587,0.991529319,0.831045996,0.929256106,0.565656322,0.975597347,0.81001215,1.013833891,0.826461974,0.822910234,1.127672787,0.766686855,0.996845656,0.96118597,0.770110417,0.624038706,0.982083525,1.03496796,0.818305992,0.855319462,0.700428046,0.862319944
TCGA.44.4112.01A.01R.1107.07,Wild,0.703182974,0.908340344,1.003298396,0.857540858,0.962023531,1.028186299,1.115611868,1.042127301,0.811367937,0.922440473,0.651028547,0.973085764,0.814349532,0.97750626,0.857964422,0.878299264,1.049426755,0.722618684,0.987680065,0.961694501,0.789549756,0.591136791,0.954934713,1.010721884,0.841565114,0.861036237,0.70233,0.860999602
TCGA.71.6725.01A.11R.1858.07,Wild,0.613307489,0.767068916,0.812056354,0.820779909,0.906393508,0.986334485,1.118006191,0.952225829,0.739191109,0.824581562,0.621881981,0.891203914,0.701716884,0.937710903,0.720526932,0.732969824,0.975831867,0.633648805,0.999294858,0.918612219,0.671967774,0.65021412,0.932713608,0.877495607,0.795245524,0.750099005,0.706404292,0.799806417
TCGA.44.2656.01A.02R.A278.07,Wild,0.791030675,1.011284844,1.045727434,0.842497598,0.894915833,0.975998281,1.118529242,0.971802246,0.841805553,0.944264954,0.612445664,0.916651006,0.9154709,1.008479299,0.775687512,0.832813657,1.080849219,0.731973038,0.94197806,0.961338275,0.733398026,0.498131703,0.888966561,1.014587533,0.784397848,0.814837684,0.652679056,0.899672811
TCGA.05.5715.01A.01R.1628.07,Wild,0.748594545,0.848353356,0.960339246,0.858187752,0.980482241,1.00837737,1.115694176,1.058448482,0.839819705,0.889384433,0.641789739,0.966339263,0.798465431,1.055850685,0.836112223,0.902244942,1.070997854,0.712441055,1.024378491,0.958487494,0.787950643,0.650187144,0.957504437,1.008419288,0.87230922,0.873914707,0.801340423,0.86283374
TCGA.64.5815.01A.01R.1628.07,Wild,0.769737057,0.92920161,0.98745291,0.882752807,0.983770807,1.051299986,1.145979775,1.081724374,0.882403684,0.957897158,0.655977881,0.98711664,0.839175071,0.994145951,0.882989977,0.889095754,1.127444532,0.803785949,0.992588726,0.996854663,0.813000709,0.644865481,0.983566329,1.088871206,0.887150158,0.908316904,0.786113678,0.909652731
TCGA.55.7816.01A.11R.2170.07,Wild,0.692701433,0.778390439,1.014448978,0.796967412,0.959124527,0.939029259,1.128757785,0.980633886,0.861376897,0.963844658,0.605340057,0.991801741,0.833934369,1.092969446,0.896712868,0.85209146,1.13567804,0.685921625,1.023097447,1.023378982,0.815143989,0.623799666,0.986281602,1.02196199,0.924591069,0.896777196,0.637915909,0.844414463
TCGA.95.7948.01A.11R.2187.07,Wild,0.668825277,0.774773811,0.927370466,0.801765281,0.929940562,0.951292633,1.102140014,0.965639131,0.769579043,0.839068595,0.616881986,0.89143383,0.73050841,0.925592694,0.710697349,0.743465207,0.980203378,0.682365378,0.961655772,0.918844397,0.652780184,0.494934737,0.903964057,0.820656714,0.778829884,0.797971261,0.634451055,0.751799925
TCGA.99.8033.01A.11R.2241.07,Wild,0.689214636,0.968467537,1.056391301,0.832640776,0.922277657,1.02770196,1.133358551,0.969773523,0.770983145,0.954661011,0.56444854,0.889653876,0.747598973,0.949174127,0.736325997,0.718652753,1.064649427,0.603795261,0.952089649,0.95209442,0.756099328,0.681657828,0.92379918,0.951504105,0.812662653,0.855681809,0.712960179,0.896094463
TCGA.78.7143.01A.11R.2039.07,Wild,0.756563166,0.911203601,0.945306981,0.836055306,0.959595627,1.03616238,1.111834701,0.989938447,0.806211587,0.943680648,0.632669674,0.939622352,0.79294104,0.988416223,0.754997807,0.79758017,1.054897012,0.715375563,1.00227153,0.937906213,0.690789506,0.564156098,0.939888562,0.979031449,0.84638151,0.836836738,0.686151471,0.904712164
TCGA.73.4668.01A.01R.1206.07,Wild,0.676738571,0.880575554,0.935408979,0.824262064,0.961056826,1.051232357,1.12784506,0.987844248,0.783430195,0.883551157,0.618699435,0.940059101,0.748735452,1.003741247,0.73896984,0.840885612,1.025076559,0.73060396,0.978801672,0.944820159,0.750355293,0.537908454,0.939226245,0.968624837,0.813587565,0.826481186,0.67401187,0.856091775
TCGA.44.5644.01A.21R.2039.07,Wild,0.566080193,0.810074591,0.906381918,0.735898513,0.873813918,1.051254442,1.055114906,0.905143279,0.73433415,0.773879412,0.623336539,0.869306164,0.580910079,0.908920361,0.604833877,0.617264885,0.922862666,0.661880055,0.921411667,0.897203556,0.662626161,0.658945403,0.920129051,0.824151124,0.752609258,0.727918889,0.757590196,0.812269302
TCGA.38.4625.01A.01R.1206.07,Wild,0.797548466,0.991180857,1.033330547,0.810346326,0.935829043,1.001456218,1.125389799,0.986614932,0.824112338,0.90915737,0.632632698,0.955748168,0.875736838,0.961653905,0.86735424,0.833082893,1.077156572,0.690915891,1.020297153,0.937223617,0.787476107,0.674763999,0.988033904,1.032884406,0.820820829,0.85038688,0.665326579,0.867436067
TCGA.91.8499.01A.11R.2403.07,Wild,0.707585011,0.922568753,1.050461424,0.762746566,0.933796532,0.986247524,1.090228852,0.907777104,0.778283879,0.856727373,0.558307077,0.953301192,0.738462666,1.000578405,0.766033126,0.719269469,1.032878418,0.707217761,0.946742345,0.954692785,0.751457512,0.46260459,0.963073569,0.943460744,0.840071012,0.826225879,0.699226949,0.921986917
TCGA.86.6851.01A.11R.1949.07,Wild,0.922470431,0.947040135,1.107229892,0.814491386,0.9436226,1.046532176,1.136101739,0.99839307,0.805561827,1.032940819,0.58380404,0.916966382,0.951498153,0.977795788,0.816968394,0.77811825,1.16000807,0.732487945,0.978482756,0.972064863,0.843451065,0.504653681,0.967038808,1.0188823,0.890377626,0.900294273,0.751428677,0.87361847
TCGA.05.4434.01A.01R.1206.07,Wild,0.865524342,0.950082037,1.057235909,0.865378057,0.980740457,1.024588528,1.146853626,1.032847859,0.862283688,0.972817801,0.602512093,0.956502738,0.886886017,1.018304786,0.914966313,0.859513472,1.145482516,0.741302103,1.021091675,0.968131314,0.806707554,0.700306884,0.985236478,1.108118295,0.93100524,0.899732721,0.738418789,0.887435713
TCGA.67.3773.01A.01R.0946.07,Wild,0.734382235,0.867900599,1.059678073,0.857057272,0.99283118,0.975191989,1.118987465,0.995107916,0.86328697,0.934890246,0.700612236,0.931447221,0.810717122,1.007268614,0.854711834,0.919364073,1.105844224,0.727686433,0.966893958,0.958856322,0.763338847,0.593335604,0.953552489,1.009604231,0.878091618,0.859791229,0.768418101,0.838672888
TCGA.97.A4M2.01A.12R.A24X.07,Wild,0.824224343,0.849769951,1.069367063,0.862775861,0.957948713,1.022162694,1.129704197,1.004418246,0.83277596,0.98760593,0.678150316,0.946349137,0.909007412,1.044210518,0.876556624,0.878519196,1.145937393,0.692249619,0.989021646,0.974399396,0.807954276,0.702181855,0.989494581,1.022670149,0.870203688,0.879803251,0.714164734,0.841319289
TCGA.50.5941.01A.11R.1755.07,Wild,0.923875514,0.98477829,1.095811195,0.878907472,0.997540915,1.007934716,1.150486098,1.063200829,0.867672938,0.977717865,0.678563116,0.971428018,0.945431291,1.010507457,0.86812032,0.9317113,1.138138054,0.800064912,1.023044398,1.01247636,0.866271743,0.75154852,0.993183521,1.081524831,0.911199735,0.911286376,0.80940814,0.92089608
TCGA.78.7539.01A.11R.2066.07,Wild,0.784599027,0.881400047,1.089654476,0.848750349,0.973173958,1.053633162,1.136595122,1.010027254,0.798248646,0.951396973,0.662694974,0.927286972,0.842948307,0.969643534,0.808114783,0.821549288,1.096658899,0.701043909,1.000611935,0.938366788,0.758856095,0.562633435,0.93385093,0.997230202,0.840220657,0.849503047,0.77879357,0.864697165
TCGA.67.3771.01A.01R.0946.07,Wild,0.80392659,0.936300761,1.019183372,0.833856743,0.946687642,1.068727414,1.12638385,0.936626375,0.800123791,0.898239004,0.577825023,0.926525095,0.852104989,1.011677222,0.790754993,0.773311489,1.100723047,0.726011772,0.976286622,0.954265339,0.735748036,0.516887124,0.993367598,1.045590223,0.841311579,0.835873183,0.684525269,0.813146187
TCGA.05.5429.01A.01R.1628.07,Wild,0.723945668,0.887115776,0.971078244,0.79876465,0.941005504,1.003568586,1.101346453,0.997357604,0.792594928,0.846470594,0.665424915,0.941055627,0.731795753,0.984023065,0.754055712,0.801831829,1.001875631,0.731345116,0.975267864,0.936850628,0.782177514,0.635202671,0.965181175,0.873480305,0.807864779,0.833140395,0.821843457,0.893810651
TCGA.93.A4JO.01A.21R.A24X.07,Wild,0.880676513,0.923298697,1.074060451,0.825206906,0.936591686,1.005335733,1.1310665,0.968192145,0.848767995,0.955191318,0.677352823,0.904004013,0.89100339,1.014787637,0.814605177,0.872427168,1.129194873,0.715416103,0.990758696,0.972631498,0.740475163,0.560078128,0.961790032,1.032044539,0.848975597,0.845751537,0.691732518,0.858070618
