Mixture,Type,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.83.5908.01A.21R.2287.07,Wild,0.789494681,1.051318759,1.126013638,0.840407985,0.982775591,1.011983843,1.14417978,0.998625653,0.805442609,1.033899134,0.644198268,0.93255735,0.880089729,0.991872259,0.778243973,0.789908786,1.102162108,0.728484928,1.001109043,0.985216055,0.872406897,0.579708963,0.970399456,1.011086226,0.864797126,0.886669406,0.742735114,0.921528494
TCGA.44.A4SS.01A.11R.A24X.07,Wild,0.769028311,0.957343625,1.077429188,0.789876515,0.949300461,1.012288369,1.139127197,1.034410457,0.858016697,0.954613046,0.657353788,0.954825668,0.821782922,0.979626567,0.867380488,0.792959707,1.105969848,0.703819697,0.989451869,0.963823499,0.857466695,0.544996269,0.987109878,1.075821299,0.850645068,0.877699135,0.748059953,0.891940952
TCGA.L4.A4E5.01A.11R.A24X.07,Wild,0.662894481,0.857672739,0.950021797,0.777713294,0.907300544,1.06552834,1.086123202,0.948883006,0.730307568,0.841367344,0.579890526,0.890771531,0.727491717,0.97211967,0.695937873,0.671598745,0.982815501,0.689345825,0.983276415,0.920650171,0.683669268,0.547828438,0.927494151,0.905456052,0.793939747,0.784249582,0.672624691,0.863814443
TCGA.97.8171.01A.11R.2287.07,Wild,0.545181309,0.716542895,0.833553758,0.723416697,0.86219393,0.998960406,1.045099584,0.921572084,0.768993119,0.774619185,0.514288448,0.895279847,0.625543905,0.929283868,0.650653066,0.620004794,0.923143241,0.626275023,0.927724586,0.855962898,0.631702003,0.350474343,0.901553841,0.793136984,0.746892018,0.701608147,0.616819144,0.760475628
TCGA.93.A4JP.01A.11R.A24X.07,Wild,0.60807781,0.839708596,0.950515445,0.817073827,0.978737569,0.986186506,1.116435799,1.019285535,0.856446244,0.943952485,0.694092904,0.977759948,0.786344701,1.036431985,0.825484769,0.865244532,1.080212052,0.738088664,0.99196931,0.974615812,0.767801129,0.660108021,1.006515397,0.980752822,0.856057892,0.831479978,0.681685527,0.87645132
TCGA.S2.AA1A.01A.12R.A39D.07,Wild,0.999882959,0.868441823,1.086588463,0.822415583,0.949799555,1.007399898,1.147479461,0.981885162,0.788758613,0.968415872,0.725628132,0.901132893,0.984262288,0.950496817,0.823580063,0.847372072,1.117669289,0.705598667,0.99706486,0.966289952,0.790175375,0.552217979,0.970686666,0.999383395,0.86654107,0.903172454,0.777453069,0.881095167
TCGA.55.6978.01A.11R.1949.07,Wild,0.766779361,1.024574792,1.117616679,0.839600909,0.974877212,1.015465421,1.158849972,1.055880381,0.891127321,1.030163628,0.657608305,0.97440547,0.851094761,0.987852256,0.849339083,0.811647312,1.129865798,0.763196021,0.994380048,1.010725013,0.880926473,0.662010441,0.957528387,1.108821846,0.897162415,0.918806,0.713810624,0.929525579
TCGA.78.7146.01A.11R.2039.07,Wild,0.566880599,0.95468939,0.948709165,0.814159177,0.964449108,0.960976268,1.114348066,0.99768864,0.792367652,0.889403583,0.497359469,0.937888016,0.665353924,0.946517765,0.741699435,0.77398719,1.030551534,0.675616531,0.935721766,0.907456486,0.764500986,0.565616975,0.926719192,0.979423297,0.796476416,0.824185528,0.676136416,0.792814778
TCGA.50.5930.01A.11R.1755.07,Wild,0.876535514,0.932405059,1.038180068,0.801492747,0.942573871,1.002283601,1.132034563,0.956785339,0.840682424,0.907113348,0.655940682,0.962980018,0.889667112,1.002261705,0.839663344,0.808630172,1.093513696,0.795753754,0.979886664,0.937477947,0.787367234,0.707366966,0.947458433,1.002868283,0.844182771,0.889572225,0.705735286,0.880247566
TCGA.64.5781.01A.01R.1628.07,Wild,0.793023784,0.972275863,1.110535943,0.853451445,0.995617511,1.04472035,1.137202255,0.97726362,0.823586442,0.961185937,0.646528187,0.949955244,0.816160285,0.941745384,0.786683634,0.791064833,1.076695791,0.729973207,0.965827411,0.984465164,0.857035834,0.639072125,0.929983482,0.944774726,0.862300654,0.894398114,0.733115182,0.940606418
TCGA.69.8254.01A.11R.2287.07,Wild,0.857986162,0.877896159,1.013666772,0.839676109,0.946820602,1.018523714,1.114724059,1.004923539,0.798528853,0.920149058,0.692998927,0.926418131,0.85298561,1.0282574,0.817832365,0.849192612,1.061251173,0.716004653,1.000312013,0.959680338,0.77715401,0.6546885,0.941310229,0.990118319,0.836031758,0.867758528,0.763562002,0.895152475
TCGA.75.5126.01A.01R.1755.07,Wild,0.755829491,0.988558831,1.061974194,0.880817581,0.99659669,0.987306899,1.149467308,1.091367865,0.863447735,0.955535808,0.686648647,1.018994616,0.847411553,1.050575177,0.940707349,0.951193288,1.156720146,0.77458298,1.034839132,0.994107989,0.848117162,0.841125148,1.02127617,1.103702069,0.90477544,0.91588311,0.760853013,0.91733172
TCGA.05.5428.01A.01R.1628.07,Wild,0.612915147,0.912767388,0.981167603,0.83981115,0.945678634,1.064172121,1.103435269,0.987231649,0.851855838,0.860688022,0.604400585,0.9823498,0.7402699,1.005953004,0.825043884,0.868957386,1.057681315,0.72966704,0.992885418,0.928089607,0.773768653,0.660270799,0.941880214,0.994805215,0.863174312,0.82707733,0.698203848,0.849205833
TCGA.49.4512.01A.21R.1858.07,Wild,0.744255504,0.783593753,0.947905192,0.837696735,0.951824436,1.034438296,1.131272018,1.001455012,0.816535205,0.877312016,0.59030602,0.917831649,0.811322852,0.986913541,0.841218403,0.808791443,1.08551405,0.744606038,1.010018298,0.964884,0.72497255,0.575727356,0.964937595,0.995281482,0.840537436,0.82888557,0.724941406,0.809416813
TCGA.50.5045.01A.01R.1628.07,Wild,0.969787921,0.975466572,1.102450727,0.894019105,0.983985526,1.040005355,1.155399839,1.040302189,0.854668927,0.95171684,0.696266492,1.000076267,0.973877399,1.023847481,0.893482374,0.933164572,1.160200932,0.818661766,1.028805778,0.998890602,0.842328186,0.6893951,0.987906743,1.086035261,0.935813129,0.92263936,0.779285224,0.908952824
TCGA.44.8117.01A.11R.2241.07,Wild,0.694430634,0.844060127,0.972279139,0.791425283,0.917065248,1.021636037,1.117651047,0.992620088,0.77271758,0.911559625,0.655974172,0.924845285,0.736200839,0.966141187,0.760044191,0.8143256,1.030101602,0.702326754,0.943751738,0.941389542,0.701043477,0.535924272,0.928231549,0.972510732,0.794575999,0.80113591,0.702070666,0.828420321
TCGA.05.4425.01A.01R.1755.07,Wild,0.713137225,0.948466339,1.040341859,0.854808135,0.994317408,1.072028207,1.128448337,0.979094382,0.795246736,0.94899003,0.6177,0.953494654,0.782699529,0.98918912,0.884430876,0.859920497,1.119174128,0.800955166,1.018658704,1.016509267,0.777091296,0.605736001,0.981608834,1.053695303,0.904496175,0.901445272,0.801377103,0.93365557
TCGA.91.6836.01A.21R.1858.07,Wild,0.703306837,0.952844583,0.964490484,0.825054877,0.949510964,1.013607102,1.099732424,0.98466992,0.785026975,0.859764604,0.560316857,0.926429968,0.73584567,0.955047682,0.750874867,0.795118775,0.993910951,0.714570318,0.94705189,0.88753659,0.780627818,0.619363837,0.940006661,0.941293505,0.799613666,0.812398383,0.648869356,0.897885774
TCGA.49.4488.01A.01R.1755.07,Wild,0.806196156,0.928526315,1.039867505,0.884238997,0.989045584,1.081802934,1.125686369,0.967568811,0.789313538,0.89375249,0.627616443,0.954111055,0.825463762,0.985917123,0.762938014,0.798866908,1.071615829,0.720916999,1.01392343,0.939133552,0.777681901,0.627423407,0.94380443,0.98517826,0.87565289,0.862249991,0.777675723,0.86670819
TCGA.44.2665.01A.01R.A278.07,Wild,0.474558911,0.913676476,0.839217793,0.799932463,0.918780322,0.904381962,1.110457069,0.939122645,0.816505877,0.895225113,0.504667787,0.888780996,0.605447974,0.950904707,0.776786151,0.718216391,1.058687808,0.7555963,0.86437626,0.933821757,0.654448345,0.540185855,0.877714269,1.01275155,0.777805177,0.780520698,0.666989511,0.874509553
TCGA.49.6743.01A.11R.1858.07,Wild,0.758576678,0.97365182,0.98026874,0.803197783,0.95235472,1.030447404,1.100300699,1.008929604,0.787916637,0.894733288,0.582858046,0.950932209,0.811602483,0.969767353,0.792787471,0.797744692,1.05989769,0.770047189,0.992407151,0.955064232,0.791557733,0.68739685,0.976754472,1.00870295,0.82785886,0.867803836,0.730171214,0.86336779
TCGA.44.7662.01A.11R.2066.07,Wild,0.726875409,0.934856519,1.036581947,0.811996265,0.96225728,1.061533882,1.137523549,1.03175962,0.841645086,0.956756442,0.582727396,0.965174196,0.818683551,0.992824932,0.798067623,0.810600599,1.092575149,0.743590108,0.987594634,0.974280641,0.845730735,0.644226678,0.961185461,1.044844932,0.843156481,0.845205175,0.699863817,0.867852658
TCGA.44.2655.01A.01R.0946.07,Wild,0.86600694,0.868181874,1.01058234,0.841356517,0.934909851,1.008002367,1.128964475,0.955657725,0.804388171,0.899091235,0.619025758,0.943808421,0.855275585,1.005995977,0.818979438,0.848773623,1.042553682,0.699331302,1.000117756,0.943724413,0.732909867,0.656755817,0.921459762,0.951901069,0.825386602,0.847686529,0.73432789,0.864328082
TCGA.50.5946.02A.11R.2090.07,Wild,0.724290522,0.914692842,1.003720308,0.75180078,0.951623487,1.031227127,1.113138308,0.99413393,0.793847858,0.883148058,0.560798683,0.933795935,0.776178294,0.956951216,0.731392195,0.780725198,1.016978967,0.74292278,0.953763383,0.968851149,0.757438921,0.508691613,0.945597662,0.978932133,0.826903929,0.849660082,0.728383971,0.912271654
TCGA.86.8673.01A.11R.2403.07,Wild,0.717193743,0.887592973,1.029327283,0.821964497,0.946215908,1.026555768,1.108979491,0.981781303,0.774397208,0.902168782,0.550776966,0.919170192,0.706119285,0.95730202,0.742355418,0.705454952,1.046133191,0.645627637,0.992082376,0.92975339,0.78886456,0.658964332,0.949567252,0.934216381,0.799422634,0.827680862,0.753702771,0.881303029
TCGA.MP.A4TF.01A.11R.A262.07,Wild,0.665520728,0.873178982,0.959072799,0.811900326,0.934137477,1.020685587,1.115371085,0.957620497,0.778165172,0.859748083,0.541678271,0.926784805,0.71622868,0.926326854,0.716579257,0.667115935,0.987530232,0.590184557,0.925948542,0.899295487,0.713321278,0.599482051,0.938282447,0.903065816,0.756061943,0.781291542,0.689732196,0.879452701
TCGA.67.6215.01A.11R.1755.07,Wild,0.633809845,0.857249457,0.919265966,0.866775666,0.962097737,1.011787707,1.113685032,0.982928369,0.80671464,0.886068029,0.593487158,0.927166136,0.679584291,0.991867741,0.784381715,0.763730138,1.060132687,0.652316698,0.971463115,0.939186678,0.706817947,0.564508884,0.935544192,0.942234695,0.837426408,0.822504396,0.702172877,0.826641918
TCGA.55.7911.01A.11R.2170.07,Wild,0.780319732,1.017455449,1.107038781,0.815228429,0.932520373,0.959708541,1.134360528,0.980913363,0.780801054,0.950497269,0.624205841,0.920113054,0.853052767,0.977340639,0.743997958,0.726477479,1.084984279,0.686594386,0.969678117,0.955773347,0.727532547,0.54092619,0.933321311,0.972879681,0.817562491,0.833052015,0.762999272,0.935592434
TCGA.75.6214.01A.41R.1949.07,Wild,0.518264949,0.852327953,0.912205431,0.782556722,0.986322276,1.024621442,1.109441503,0.974617485,0.7364753,0.896963794,0.468564138,0.9419275,0.598485142,0.992174547,0.691510958,0.660577583,0.956361698,0.665690231,0.938217066,0.94265331,0.745317375,0.75738749,0.946051748,0.903223776,0.794343951,0.792971533,0.705764811,0.870887911
TCGA.05.4244.01A.01R.1107.07,Wild,0.598449582,0.90865224,0.988966874,0.860337466,0.950085598,0.98228383,1.120691174,1.028612359,0.745038702,0.923052184,0.644321233,0.950829386,0.705196627,1.004922895,0.789054441,0.848678685,1.089212412,0.644369998,0.989946927,0.930604938,0.700101296,0.613422099,0.960489997,1.020933844,0.843932227,0.826234845,0.690370353,0.851731981
TCGA.44.2666.01B.02R.A277.07,Wild,0.466179379,0.60657897,0.6002591,0.56291465,0.750525622,0.810792816,0.968951947,0.82312852,0.663214428,0.689691494,0.490346223,0.634795113,0.591215858,0.838956451,0.446361635,0.645206634,0.689217581,0.516097012,0.726017033,0.777807277,0.473058281,0.231373951,0.811921218,0.716796492,0.577405858,0.577599738,0.400330178,0.762913785
TCGA.97.7554.01A.11R.2039.07,Wild,0.835377462,0.912955239,0.98579177,0.822084379,0.948056153,0.984482892,1.136072178,1.055696049,0.814188658,0.915657908,0.656055667,0.959694959,0.848603989,0.984436904,0.809935248,0.816311736,1.079976302,0.776802713,0.963269069,0.966987427,0.777216418,0.621513276,0.947630174,1.02575286,0.86124775,0.868533408,0.75466601,0.889335329
TCGA.05.4426.01A.01R.1206.07,Wild,0.614173995,0.833261228,0.959772242,0.851697961,0.956240901,0.973176541,1.124243589,1.014495349,0.825033699,0.903986301,0.560616412,0.93216058,0.675878505,1.010695343,0.813504207,0.789551549,1.076213707,0.652231348,1.010020219,0.946220229,0.763465666,0.670017947,0.976588583,1.037564152,0.848083836,0.82809232,0.693817747,0.836108917
TCGA.05.4382.01A.01R.1206.07,Wild,0.807266844,0.897856987,0.995790222,0.816093525,0.929036198,1.002633994,1.140352146,1.049895673,0.873600762,0.977656713,0.566415415,0.982339802,0.9017806,0.992692987,0.861838618,0.828246378,1.136253917,0.719900026,0.985609922,0.979979738,0.824939114,0.669890133,0.986582181,1.104786142,0.853023,0.897334173,0.715009974,0.845093439
TCGA.J2.A4AE.01A.21R.A24H.07,Wild,0.830486029,0.922568963,1.008049646,0.809899159,0.918112924,0.977188613,1.108968387,0.957777111,0.795055613,0.925481327,0.736976616,0.925471994,0.84274004,0.999378316,0.754783124,0.84055383,1.056735903,0.661091472,0.96103534,0.914903796,0.705326994,0.561531085,0.964960178,0.961582608,0.815690431,0.843243983,0.706763586,0.884900846
TCGA.44.2668.01A.01R.0946.07,Wild,0.768149305,1.031667436,1.061428151,0.868979891,0.98711039,1.029349688,1.151980798,1.042252856,0.876822344,0.981534329,0.59357004,0.977306973,0.851653442,1.003804067,0.878419465,0.830939735,1.14367479,0.742752889,0.995535709,0.995838836,0.86944549,0.824745461,1.021974312,1.082606184,0.891065287,0.909996746,0.774193396,0.90325338
TCGA.55.8506.01A.11R.2403.07,Wild,0.671020716,0.890762964,0.979547221,0.831117763,0.941121853,1.064306301,1.120769867,0.969868316,0.803451317,0.914940165,0.626364174,0.915837592,0.759358055,0.983959483,0.779759945,0.830355373,1.062519976,0.711516829,0.99860413,0.93066408,0.765204634,0.610390427,0.979827394,0.975062957,0.842326946,0.823230652,0.760125279,0.855359273
TCGA.50.6597.01A.11R.1858.07,Wild,0.856953384,0.851529524,1.068611072,0.791390104,0.943761277,1.000512935,1.1176358,0.955239699,0.772555942,0.8840161,0.571933017,0.899929266,0.837096964,0.990259328,0.747548717,0.690756525,1.058416382,0.721170438,1.016024066,0.909014527,0.736969118,0.612030143,0.953352657,0.874434203,0.846102884,0.85170187,0.730612666,0.882707294
TCGA.44.3398.01A.01R.1107.07,Wild,0.817891347,0.935924579,1.057012859,0.888974649,0.975375597,0.999744027,1.131206522,1.039716553,0.883416025,0.94908751,0.675638469,0.98708252,0.850719295,1.036290197,0.904309472,0.896887301,1.121813137,0.740536264,1.003651754,0.973078035,0.800806057,0.732267245,0.96797379,1.071086291,0.869123335,0.906864546,0.696509806,0.904250488
TCGA.50.6594.01A.11R.1755.07,Wild,0.60246775,0.89134711,0.951235386,0.801296708,0.972932099,0.982057597,1.091989208,1.009037951,0.793597851,0.891475424,0.5431535,0.932481679,0.744780004,0.992817521,0.699317622,0.703342254,1.006429057,0.688952679,0.973245646,0.929503683,0.800673516,0.56162543,0.937859843,0.925373241,0.840719931,0.842772633,0.648540058,0.792718068
TCGA.53.7626.01A.12R.2066.07,Wild,0.8912892,0.968431744,1.077419553,0.872016746,0.97027627,0.981472295,1.136407598,1.036958808,0.857226569,0.979445564,0.747320645,0.967089991,0.914359715,1.026535898,0.840417912,0.990723037,1.126574442,0.756295136,1.005831878,0.983491354,0.824976262,0.724296077,0.98290866,1.034019811,0.883921463,0.884092771,0.720097298,0.904099921
TCGA.55.8505.01A.11R.2403.07,Wild,0.690122144,0.810889995,0.879674234,0.785628539,0.94856489,1.037634889,1.107563625,1.004528631,0.838388923,0.839560803,0.551642693,0.918950641,0.727536451,0.967493722,0.764290795,0.732505612,0.986398494,0.762966823,1.016269118,0.925871477,0.764912653,0.662741339,0.949745876,0.941772012,0.774157301,0.818917815,0.728246193,0.867990368
TCGA.97.A4M5.01A.11R.A24X.07,Wild,0.799951919,0.827676428,1.016881108,0.849603244,0.977395775,1.050456795,1.117727376,1.016928103,0.850823867,0.95865617,0.671989828,0.960982887,0.845120937,1.009605978,0.852434,0.908955436,1.07675678,0.713407341,0.976701379,0.971366076,0.777731711,0.678775454,0.982763982,0.989453753,0.853780172,0.856749677,0.690415791,0.872580589
TCGA.75.5125.01A.01R.1755.07,Wild,0.768456692,0.973644088,1.055366345,0.858566511,0.954549288,1.006809686,1.132917134,1.053160652,0.868029137,0.982218975,0.629341617,0.96229099,0.841367755,1.003132581,0.802030774,0.813846855,1.134736542,0.724866343,1.012675447,0.966882418,0.814687554,0.691779651,0.980188706,1.053411021,0.893859859,0.85411209,0.733287588,0.862938626
TCGA.62.A46U.01A.11R.A24H.07,Wild,0.659836957,0.987567416,1.087757162,0.884524274,0.970926201,1.024011588,1.138605347,1.006755976,0.840645819,1.016834341,0.6026052,0.968103573,0.837672588,0.978534833,0.851704916,0.732138456,1.173475222,0.698634611,1.030288511,0.963906442,0.786456723,0.632386317,0.97768137,1.048733413,0.90260448,0.905721342,0.786785083,0.917220068
TCGA.44.2665.01B.06R.A277.07,Wild,0.474438208,0.869285492,0.710282302,0.722536835,0.835072363,0.754064066,1.029685567,0.876655154,0.743163692,0.850964339,0.51112454,0.793376949,0.594998771,0.868147131,0.645042765,0.613339328,0.953382558,0.6324503,0.853496324,0.847448982,0.578278396,0.455580987,0.830850107,0.896604736,0.646174873,0.653586451,0.554356078,0.837990388
TCGA.62.A46V.01A.11R.A24H.07,Wild,0.509576133,0.777744693,0.877415075,0.820026799,0.965821399,1.028710445,1.126709776,0.993504714,0.811338614,0.878202837,0.574184511,0.921928371,0.623357694,1.00143112,0.75208761,0.749153689,1.026442375,0.706247773,0.978723203,0.955882547,0.688137642,0.53142249,0.945402924,0.955063689,0.820646866,0.784591001,0.717066087,0.767067747
TCGA.50.5055.01A.01R.1628.07,Wild,1.086760773,0.975572725,1.126187123,0.890841799,0.992988635,1.046434211,1.159988416,1.009742057,0.887880034,0.972796045,0.720826702,0.963897467,1.07245415,1.007466057,0.879900203,0.90719993,1.142246989,0.850709366,1.041914222,1.007850609,0.835866547,0.637468045,0.989675481,1.064462287,0.921636782,0.94736484,0.796561647,0.90445377
TCGA.91.6829.01A.21R.1858.07,Wild,0.640372157,0.824833127,0.933695059,0.782087985,0.980518395,0.946054226,1.110878392,1.051586717,0.862328488,0.839837896,0.521243608,0.963043264,0.713031759,1.006916323,0.80508629,0.88082879,1.032533564,0.75738202,0.963999544,0.971713219,0.768906181,0.489710254,0.958295161,1.01129889,0.840888632,0.85730776,0.656594008,0.871742062
TCGA.50.5939.01A.11R.1628.07,Mut,0.870502423,0.952142954,0.981150357,0.859804742,0.962568973,1.012552254,1.133269799,1.038104424,0.887656153,0.942582327,0.706679107,0.989846428,0.901590414,1.004762477,0.891149798,0.880354769,1.100899194,0.784222713,0.999617219,0.978910866,0.847936374,0.770249013,0.986361113,1.091623191,0.870566186,0.898935394,0.75290135,0.920954791
TCGA.44.A479.01A.31R.A24H.07,Mut,0.920926346,0.982140596,1.112836825,0.807086584,0.959239332,1.046083481,1.135380992,0.985053352,0.800684395,0.9914311,0.642588452,0.933512876,0.935006001,0.991898982,0.813278911,0.723361116,1.135385072,0.765690889,0.977810518,0.996809035,0.790768974,0.533454762,0.94493769,1.007618644,0.853424615,0.871755794,0.797585099,0.860147019
TCGA.62.A46S.01A.11R.A24H.07,Mut,0.73794241,0.80556059,1.005323921,0.805607002,0.949713536,1.043055743,1.116863718,0.941600807,0.819093722,0.892139782,0.717120128,0.909208391,0.745763975,0.974249623,0.746885819,0.781515242,1.059762412,0.654680033,0.960988487,0.921112269,0.794602472,0.581878691,0.924455064,0.938197937,0.824457919,0.827240036,0.760994174,0.896918728
TCGA.L9.A8F4.01A.11R.A39D.07,Mut,0.84149706,0.937009771,1.082512991,0.777821518,0.937812794,1.054038105,1.122171183,0.942351238,0.738298826,0.9444103,0.599079006,0.918975262,0.897284055,0.933399879,0.813180748,0.758688066,1.117208153,0.723678136,0.968776104,0.950420703,0.76376901,0.538285525,0.95059056,1.018495399,0.819095492,0.847739054,0.652515628,0.799099245
TCGA.97.A4M3.01A.11R.A24X.07,Mut,0.673653778,0.808447556,0.924853036,0.805902253,0.909541331,1.052167578,1.089512023,0.924750784,0.791478783,0.835560409,0.704422504,0.893619195,0.722271456,0.953589757,0.75098502,0.810305198,0.993382727,0.657308048,0.938071159,0.921433745,0.736098068,0.580655455,0.940303249,0.900984965,0.79423074,0.836117015,0.691363089,0.832798252
TCGA.05.4395.01A.01R.1206.07,Mut,0.653713341,0.96612542,1.028531576,0.825574568,0.945764033,0.998344824,1.113595648,0.96963326,0.829098444,0.913609652,0.55368809,0.956349845,0.733342875,0.954172179,0.803949166,0.720562386,1.056150306,0.684724902,0.966558705,0.910848281,0.803770794,0.705466786,0.925823646,0.972341159,0.835556921,0.847148951,0.737854746,0.897826874
TCGA.05.4415.01A.22R.1858.07,Mut,0.668418837,0.966663833,1.001672296,0.781094696,0.926407031,1.00234649,1.099578046,0.972707494,0.916006049,0.882896702,0.594207773,0.986655422,0.710532744,0.948435728,0.742676732,0.7515661,1.033069665,0.755860324,0.947205591,0.938099294,0.762153675,0.654950367,0.948879878,0.961260754,0.820015435,0.819217557,0.685822966,0.926706696
TCGA.05.4417.01A.22R.1858.07,Mut,0.875196686,0.955570547,1.061980231,0.841410067,0.951505816,1.071657375,1.133999722,1.062712622,0.814708167,0.952999907,0.685682273,0.972524763,0.888959197,1.04241488,0.869396008,0.878049636,1.114924053,0.773995224,1.002276899,0.987722307,0.827080962,0.729452606,0.976665414,1.044086731,0.864286002,0.899111686,0.780939979,0.931360791
TCGA.05.4422.01A.01R.1206.07,Mut,0.838864023,0.931015685,1.082564017,0.815972528,0.942911501,1.003957871,1.11181752,0.936584584,0.789589817,0.952047987,0.576785081,0.87083255,0.84362973,0.971545296,0.754853141,0.652449773,1.070331815,0.730371469,0.982356224,0.899436578,0.742842411,0.495724184,0.927794737,0.916481886,0.817172805,0.86966624,0.677520587,0.854767869
TCGA.05.4432.01A.01R.1206.07,Mut,0.817949562,0.923541847,1.019038552,0.816618823,0.924400017,1.075763625,1.10906652,0.992497793,0.85660779,0.921897824,0.60791055,0.938932449,0.860726401,1.03459969,0.812377768,0.83363616,1.073057428,0.761352696,1.008441597,0.983464134,0.770888879,0.682403226,0.979835651,1.002525657,0.834489508,0.855938,0.763180195,0.896156105
TCGA.35.3615.01A.01R.0946.07,Mut,0.743888474,0.778086806,0.976478524,0.799066472,0.914840838,0.980271684,1.100076144,0.940779998,0.840566004,0.853296004,0.570762276,0.918479016,0.77821155,0.964411712,0.779858711,0.797550853,1.013342935,0.593418079,0.940719993,0.923817282,0.691322579,0.566946491,0.92542154,0.923130883,0.807086478,0.822833803,0.65952673,0.837761086
TCGA.44.6776.01A.11R.1858.07,Mut,0.712226821,0.783469899,0.955952897,0.778917362,0.920744077,0.984571745,1.097097556,0.956183209,0.809493633,0.867556528,0.672133018,0.948417189,0.712123143,0.972950544,0.718703787,0.831382349,0.953246241,0.660904355,0.952557951,0.904599378,0.718191501,0.556446999,0.915992566,0.869537746,0.812600282,0.809156471,0.689421243,0.86796261
TCGA.44.6779.01A.11R.1858.07,Mut,0.76371658,0.984066145,1.102202917,0.837286701,0.998980442,1.024750927,1.157306622,1.059271007,0.890765593,0.984571379,0.683115589,0.994614869,0.846884485,1.019478747,0.839482782,0.854474761,1.13359312,0.7415732,1.008052998,1.017646949,0.869992773,0.753919603,0.978588628,1.077446249,0.90296483,0.905747093,0.76938598,0.923281658
TCGA.44.7671.01A.11R.2066.07,Mut,0.690404925,0.824350254,0.920309493,0.812067401,0.938355337,0.993268757,1.100437066,0.972856649,0.802817443,0.850969625,0.678942199,0.951608443,0.700042395,1.005324861,0.782544945,0.825824226,0.982604785,0.708024334,0.98538013,0.935004292,0.721348457,0.660897224,0.93943026,0.928305058,0.828527814,0.821417789,0.692037869,0.882273893
TCGA.49.4486.01A.01R.1206.07,Mut,0.651265148,0.751731007,0.959722301,0.783068078,0.889604664,0.960657947,1.078911861,0.912327137,0.774965303,0.806546767,0.660043586,0.939358602,0.653149742,0.941555831,0.698812253,0.737490285,0.934891831,0.631260863,0.94713625,0.843772817,0.693830315,0.567258021,0.869209534,0.80158594,0.746675049,0.776841297,0.660580121,0.827209857
TCGA.49.4487.01A.21R.1858.07,Mut,0.971280299,1.039081698,1.111364203,0.831037273,0.974440774,1.007609055,1.127992632,0.942112265,0.852102305,0.935941403,0.62431662,0.942558544,0.989096832,0.984896318,0.843976494,0.844913149,1.117294991,0.77545013,1.003809165,0.977441714,0.806367266,0.552788604,0.954861161,1.008362772,0.862835115,0.902168183,0.709654929,0.937679711
TCGA.49.4507.01A.01R.1206.07,Mut,0.771420515,0.996517763,1.117512408,0.826216831,0.991136316,1.012290404,1.147558688,0.949164552,0.797791742,0.942184783,0.590682443,0.935334291,0.797018966,0.912099772,0.826072293,0.771872938,1.088701252,0.712323257,0.970931855,0.961665735,0.867113018,0.701266919,0.92422074,0.961350758,0.845720528,0.854188832,0.756856173,0.908345751
TCGA.50.5072.01A.21R.1858.07,Mut,0.671573997,0.935408034,0.935899536,0.779935563,0.954672577,1.029280416,1.123260367,0.9905986,0.869470424,0.877827967,0.599283562,0.951217988,0.704339044,0.977336899,0.794214715,0.840593841,1.009481571,0.754352296,0.981562174,0.917174613,0.79232611,0.741639946,0.963586735,0.954774881,0.797191452,0.867005724,0.742639082,0.93102759
TCGA.50.5932.01A.11R.1755.07,Mut,0.681987745,0.778971711,0.923557872,0.800602564,0.922445176,1.016996409,1.099913536,0.984859041,0.824806223,0.891737759,0.640632171,0.947656487,0.775791112,0.974401911,0.743736482,0.776523723,0.995311043,0.701003739,0.953937312,0.935559905,0.75131419,0.583473177,0.926050992,0.90201549,0.809258786,0.805844756,0.716440964,0.837855205
TCGA.50.7109.01A.11R.2039.07,Mut,0.760035348,0.906140444,1.057308491,0.809178037,0.912805537,1.064700157,1.107763123,0.944405801,0.834221336,0.888148464,0.594722893,0.885793529,0.836820337,0.966217683,0.750023086,0.745806931,1.051215479,0.707340827,0.971031908,0.947368466,0.739316389,0.605985915,0.96937521,0.931181481,0.801249173,0.830280402,0.740842059,0.911739025
TCGA.53.7813.01A.11R.2170.07,Mut,0.815700092,0.924925404,1.028191576,0.802004653,0.928329042,1.043172854,1.102975726,0.894966397,0.775918082,0.845727692,0.599552429,0.840407804,0.83406316,0.954995321,0.652362274,0.677610904,0.99298225,0.706890706,0.914291274,0.945375002,0.68443342,0.569503128,0.906509835,0.828910246,0.735208625,0.79063265,0.760423666,0.945878126
